Station,Line Name,Date,Daily Entries,Daily Exits
BRONX PARK EAST,25,02/03/2020,2403,895
BRONX PARK EAST,25,02/04/2020,2489,972
BRONX PARK EAST,25,02/05/2020,2475,921
BRONX PARK EAST,25,02/06/2020,2487,990
BRONX PARK EAST,25,02/07/2020,2421,953
BRONX PARK EAST,25,02/08/2020,1176,586
BRONX PARK EAST,25,02/09/2020,924,470
BRONX PARK EAST,25,02/10/2020,2517,1013
BRONX PARK EAST,25,02/11/2020,2604,1044
BRONX PARK EAST,25,02/12/2020,2566,1067
BRONX PARK EAST,25,02/13/2020,2617,956
BRONX PARK EAST,25,02/14/2020,2451,1020
BRONX PARK EAST,25,02/15/2020,1162,509
BRONX PARK EAST,25,02/16/2020,866,445
BRONX PARK EAST,25,02/17/2020,1475,567
BRONX PARK EAST,25,02/18/2020,2187,802
BRONX PARK EAST,25,02/19/2020,2214,856
BRONX PARK EAST,25,02/20/2020,2255,826
BRONX PARK EAST,25,02/21/2020,2153,767
BRONX PARK EAST,25,02/22/2020,1201,514
BRONX PARK EAST,25,02/23/2020,895,491
BRONX PARK EAST,25,02/24/2020,2599,1028
BRONX PARK EAST,25,02/25/2020,2510,1011
BRONX PARK EAST,25,02/26/2020,2581,982
BRONX PARK EAST,25,02/27/2020,2550,986
BRONX PARK EAST,25,02/28/2020,2474,964
BRONX PARK EAST,25,02/29/2020,1177,558
BRONX PARK EAST,25,03/01/2020,960,446
BRONX PARK EAST,25,03/02/2020,2516,1026
BRONX PARK EAST,25,03/03/2020,2571,1026
BRONX PARK EAST,25,03/04/2020,2537,1047
BRONX PARK EAST,25,03/05/2020,2641,1070
BRONX PARK EAST,25,03/06/2020,2528,1063
BRONX PARK EAST,25,03/07/2020,1186,529
BRONX PARK EAST,25,03/08/2020,931,509
BRONX PARK EAST,25,03/09/2020,2464,1135
BRONX PARK EAST,25,03/10/2020,2481,1089
BRONX PARK EAST,25,03/11/2020,2520,1110
BRONX PARK EAST,25,03/12/2020,2288,1028
BRONX PARK EAST,25,03/13/2020,2067,974
BRONX PARK EAST,25,03/14/2020,983,479
BRONX PARK EAST,25,03/15/2020,652,397
BRONX PARK EAST,25,03/16/2020,1417,653
BRONX PARK EAST,25,03/17/2020,1296,627
BRONX PARK EAST,25,03/18/2020,1236,583
BRONX PARK EAST,25,03/19/2020,1139,622
BRONX PARK EAST,25,03/20/2020,1042,506
BRONX PARK EAST,25,03/21/2020,511,341
BRONX PARK EAST,25,03/22/2020,311,237
BRONX PARK EAST,25,03/23/2020,607,340
BRONX PARK EAST,25,03/24/2020,619,363
BRONX PARK EAST,25,03/25/2020,599,344
BRONX PARK EAST,25,03/26/2020,577,347
BRONX PARK EAST,25,03/27/2020,494,271
BRONX PARK EAST,25,03/28/2020,241,174
BRONX PARK EAST,25,03/29/2020,214,177
BRONX PARK EAST,25,03/30/2020,430,262
BRONX PARK EAST,25,03/31/2020,432,250
BRONX PARK EAST,25,04/01/2020,406,252
BRONX PARK EAST,25,04/02/2020,402,202
BRONX PARK EAST,25,04/03/2020,333,204
BRONX PARK EAST,25,04/04/2020,218,170
BRONX PARK EAST,25,04/05/2020,167,158
BRONX PARK EAST,25,04/06/2020,331,247
BRONX PARK EAST,25,04/07/2020,335,213
BRONX PARK EAST,25,04/08/2020,337,213
BRONX PARK EAST,25,04/09/2020,343,215
BRONX PARK EAST,25,04/10/2020,348,192
BRONX PARK EAST,25,04/11/2020,220,125
BRONX PARK EAST,25,04/12/2020,174,131
BRONX PARK EAST,25,04/13/2020,296,180
BRONX PARK EAST,25,04/14/2020,358,210
BRONX PARK EAST,25,04/15/2020,337,217
BRONX PARK EAST,25,04/16/2020,358,197
BRONX PARK EAST,25,04/17/2020,360,99
BRONX PARK EAST,25,12/28/2019,1174,493
BRONX PARK EAST,25,12/29/2019,834,390
BRONX PARK EAST,25,12/30/2019,1717,665
BRONX PARK EAST,25,12/31/2019,1717,622
BROOK AV,6,01/01/2020,2296,2429
BROOK AV,6,01/02/2020,5119,4340
BROOK AV,6,01/03/2020,5340,4542
BROOK AV,6,01/04/2020,3151,3046
BROOK AV,6,01/05/2020,2594,2661
BROOK AV,6,01/06/2020,5715,4797
BROOK AV,6,01/07/2020,5700,4762
BROOK AV,6,01/08/2020,5872,4944
BROOK AV,6,01/09/2020,5784,4796
BROOK AV,6,01/10/2020,5944,5051
BROOK AV,6,01/11/2020,3400,3309
BROOK AV,6,01/12/2020,2572,2567
BROOK AV,6,01/13/2020,5751,5014
BROOK AV,6,01/14/2020,5757,5111
BROOK AV,6,01/15/2020,5918,5035
BROOK AV,6,01/16/2020,5914,5049
BROOK AV,6,01/17/2020,5967,4992
BROOK AV,6,01/18/2020,3075,3058
BROOK AV,6,01/19/2020,2593,2516
BROOK AV,6,01/20/2020,4138,3759
BROOK AV,6,01/21/2020,5645,4979
BROOK AV,6,01/22/2020,5811,4980
BROOK AV,6,01/23/2020,5712,4671
BROOK AV,6,01/24/2020,5690,4807
BROOK AV,6,01/25/2020,2901,1402
BROOK AV,6,01/26/2020,2381,1050
BROOK AV,6,01/27/2020,5512,4797
BROOK AV,6,01/28/2020,5802,4972
BROOK AV,6,01/29/2020,5910,5052
BROOK AV,6,01/30/2020,5847,5111
BROOK AV,6,01/31/2020,5894,5105
BROOK AV,6,02/01/2020,3384,3330
BROOK AV,6,02/02/2020,2537,2600
BROOK AV,6,02/03/2020,5741,5176
BROOK AV,6,02/04/2020,5747,4953
BROOK AV,6,02/05/2020,6050,5010
BROOK AV,6,02/06/2020,5819,4998
BROOK AV,6,02/07/2020,5941,5180
BROOK AV,6,02/08/2020,946,2550
BROOK AV,6,02/09/2020,666,2132
BROOK AV,6,02/10/2020,5683,4814
BROOK AV,6,02/11/2020,5802,5057
BROOK AV,6,02/12/2020,5780,4897
BROOK AV,6,02/13/2020,5809,5011
BROOK AV,6,02/14/2020,5805,4951
BROOK AV,6,02/15/2020,2999,2998
BROOK AV,6,02/16/2020,2482,2496
BROOK AV,6,02/17/2020,3668,3370
BROOK AV,6,02/18/2020,4894,4290
BROOK AV,6,02/19/2020,4990,4218
BROOK AV,6,02/20/2020,4897,4305
BROOK AV,6,02/21/2020,5051,4309
BROOK AV,6,02/22/2020,3233,3179
BROOK AV,6,02/23/2020,2591,2760
BROOK AV,6,02/24/2020,5646,4572
BROOK AV,6,02/25/2020,5683,5058
BROOK AV,6,02/26/2020,5924,5043
BROOK AV,6,02/27/2020,5909,5046
BROOK AV,6,02/28/2020,5865,4826
BROOK AV,6,02/29/2020,3222,3143
BROOK AV,6,03/01/2020,2499,2528
BROOK AV,6,03/02/2020,5704,4893
BROOK AV,6,03/03/2020,5681,4981
BROOK AV,6,03/04/2020,6007,5112
BROOK AV,6,03/05/2020,5684,4898
BROOK AV,6,03/06/2020,5839,5184
BROOK AV,6,03/07/2020,3189,3219
BROOK AV,6,03/08/2020,2599,2787
BROOK AV,6,03/09/2020,5710,4915
BROOK AV,6,03/10/2020,5640,5081
BROOK AV,6,03/11/2020,5768,5151
BROOK AV,6,03/12/2020,5453,4997
BROOK AV,6,03/13/2020,4982,4644
BROOK AV,6,03/14/2020,2902,2915
BROOK AV,6,03/15/2020,2042,2441
BROOK AV,6,03/16/2020,3736,3559
BROOK AV,6,03/17/2020,3359,3355
BROOK AV,6,03/18/2020,3211,3237
BROOK AV,6,03/19/2020,3071,3167
BROOK AV,6,03/20/2020,2863,2960
BROOK AV,6,03/21/2020,495,1401
BROOK AV,6,03/22/2020,338,1071
BROOK AV,6,03/23/2020,1608,1799
BROOK AV,6,03/24/2020,1723,1920
BROOK AV,6,03/25/2020,1665,1960
BROOK AV,6,03/26/2020,1561,1873
BROOK AV,6,03/27/2020,1744,2031
BROOK AV,6,03/28/2020,923,1357
BROOK AV,6,03/29/2020,699,1105
BROOK AV,6,03/30/2020,1368,1813
BROOK AV,6,03/31/2020,1282,1662
BROOK AV,6,04/01/2020,1252,1696
BROOK AV,6,04/02/2020,1272,1682
BROOK AV,6,04/03/2020,1251,1771
BROOK AV,6,04/04/2020,771,1212
BROOK AV,6,04/05/2020,667,1061
BROOK AV,6,04/06/2020,1099,1598
BROOK AV,6,04/07/2020,1110,1548
BROOK AV,6,04/08/2020,1118,1520
BROOK AV,6,04/09/2020,1032,1418
BROOK AV,6,04/10/2020,1051,1347
BROOK AV,6,04/11/2020,688,1096
BROOK AV,6,04/12/2020,566,922
BROOK AV,6,04/13/2020,928,1343
BROOK AV,6,04/14/2020,1110,1481
BROOK AV,6,04/15/2020,1073,1524
BROOK AV,6,04/16/2020,1121,1607
BROOK AV,6,04/17/2020,1119,1570
BROOK AV,6,12/28/2019,3404,3172
BROOK AV,6,12/29/2019,2576,2585
BROOK AV,6,12/30/2019,4322,3844
BROOK AV,6,12/31/2019,4347,3809
BROOKLYN BRIDGE,456JZ,01/01/2020,6448,4564
BROOKLYN BRIDGE,456JZ,01/02/2020,17478,14192
BROOKLYN BRIDGE,456JZ,01/03/2020,14661,12933
BROOKLYN BRIDGE,456JZ,01/04/2020,5536,4571
BROOKLYN BRIDGE,456JZ,01/05/2020,6470,6341
BROOKLYN BRIDGE,456JZ,01/06/2020,16749,14928
BROOKLYN BRIDGE,456JZ,01/07/2020,17325,15628
BROOKLYN BRIDGE,456JZ,01/08/2020,17081,15361
BROOKLYN BRIDGE,456JZ,01/09/2020,17663,15932
BROOKLYN BRIDGE,456JZ,01/10/2020,17278,15471
BROOKLYN BRIDGE,456JZ,01/11/2020,9253,10766
BROOKLYN BRIDGE,456JZ,01/12/2020,6675,7160
BROOKLYN BRIDGE,456JZ,01/13/2020,17388,17494
BROOKLYN BRIDGE,456JZ,01/14/2020,16798,15773
BROOKLYN BRIDGE,456JZ,01/15/2020,17464,16153
BROOKLYN BRIDGE,456JZ,01/16/2020,17234,15752
BROOKLYN BRIDGE,456JZ,01/17/2020,15792,14023
BROOKLYN BRIDGE,456JZ,01/18/2020,4903,4362
BROOKLYN BRIDGE,456JZ,01/19/2020,5070,3920
BROOKLYN BRIDGE,456JZ,01/20/2020,6223,5105
BROOKLYN BRIDGE,456JZ,01/21/2020,16697,15002
BROOKLYN BRIDGE,456JZ,01/22/2020,16970,15478
BROOKLYN BRIDGE,456JZ,01/23/2020,17688,16172
BROOKLYN BRIDGE,456JZ,01/24/2020,17205,15478
BROOKLYN BRIDGE,456JZ,01/25/2020,4790,4426
BROOKLYN BRIDGE,456JZ,01/26/2020,5596,4935
BROOKLYN BRIDGE,456JZ,01/27/2020,18232,15774
BROOKLYN BRIDGE,456JZ,01/28/2020,18951,16713
BROOKLYN BRIDGE,456JZ,01/29/2020,19116,16425
BROOKLYN BRIDGE,456JZ,01/30/2020,19241,16492
BROOKLYN BRIDGE,456JZ,01/31/2020,17676,15506
BROOKLYN BRIDGE,456JZ,02/01/2020,6072,4693
BROOKLYN BRIDGE,456JZ,02/02/2020,4770,3804
BROOKLYN BRIDGE,456JZ,02/03/2020,18096,15517
BROOKLYN BRIDGE,456JZ,02/04/2020,18638,16482
BROOKLYN BRIDGE,456JZ,02/05/2020,18811,16406
BROOKLYN BRIDGE,456JZ,02/06/2020,18253,16036
BROOKLYN BRIDGE,456JZ,02/07/2020,16565,14591
BROOKLYN BRIDGE,456JZ,02/08/2020,7499,5946
BROOKLYN BRIDGE,456JZ,02/09/2020,5775,4596
BROOKLYN BRIDGE,456JZ,02/10/2020,17052,15493
BROOKLYN BRIDGE,456JZ,02/11/2020,18768,16273
BROOKLYN BRIDGE,456JZ,02/12/2020,17567,14489
BROOKLYN BRIDGE,456JZ,02/13/2020,17993,16215
BROOKLYN BRIDGE,456JZ,02/14/2020,17059,14410
BROOKLYN BRIDGE,456JZ,02/15/2020,6636,4877
BROOKLYN BRIDGE,456JZ,02/16/2020,5935,4686
BROOKLYN BRIDGE,456JZ,02/17/2020,7316,6014
BROOKLYN BRIDGE,456JZ,02/18/2020,17647,15676
BROOKLYN BRIDGE,456JZ,02/19/2020,19124,16466
BROOKLYN BRIDGE,456JZ,02/20/2020,18634,16253
BROOKLYN BRIDGE,456JZ,02/21/2020,16731,14570
BROOKLYN BRIDGE,456JZ,02/22/2020,8080,6288
BROOKLYN BRIDGE,456JZ,02/23/2020,6250,4738
BROOKLYN BRIDGE,456JZ,02/24/2020,18699,16149
BROOKLYN BRIDGE,456JZ,02/25/2020,17999,16134
BROOKLYN BRIDGE,456JZ,02/26/2020,18224,16168
BROOKLYN BRIDGE,456JZ,02/27/2020,19072,16510
BROOKLYN BRIDGE,456JZ,02/28/2020,17076,15273
BROOKLYN BRIDGE,456JZ,02/29/2020,7063,5654
BROOKLYN BRIDGE,456JZ,03/01/2020,5886,4338
BROOKLYN BRIDGE,456JZ,03/02/2020,18287,15870
BROOKLYN BRIDGE,456JZ,03/03/2020,18138,16188
BROOKLYN BRIDGE,456JZ,03/04/2020,18378,16152
BROOKLYN BRIDGE,456JZ,03/05/2020,18843,16141
BROOKLYN BRIDGE,456JZ,03/06/2020,15392,14073
BROOKLYN BRIDGE,456JZ,03/07/2020,6925,5404
BROOKLYN BRIDGE,456JZ,03/08/2020,5047,3740
BROOKLYN BRIDGE,456JZ,03/09/2020,16106,14299
BROOKLYN BRIDGE,456JZ,03/10/2020,15233,14213
BROOKLYN BRIDGE,456JZ,03/11/2020,13930,13098
BROOKLYN BRIDGE,456JZ,03/12/2020,12391,11566
BROOKLYN BRIDGE,456JZ,03/13/2020,9934,9393
BROOKLYN BRIDGE,456JZ,03/14/2020,3063,2601
BROOKLYN BRIDGE,456JZ,03/15/2020,1904,1698
BROOKLYN BRIDGE,456JZ,03/16/2020,6450,6143
BROOKLYN BRIDGE,456JZ,03/17/2020,4820,4891
BROOKLYN BRIDGE,456JZ,03/18/2020,4006,4076
BROOKLYN BRIDGE,456JZ,03/19/2020,3193,3467
BROOKLYN BRIDGE,456JZ,03/20/2020,2909,3185
BROOKLYN BRIDGE,456JZ,03/21/2020,856,873
BROOKLYN BRIDGE,456JZ,03/22/2020,531,609
BROOKLYN BRIDGE,456JZ,03/23/2020,1478,1688
BROOKLYN BRIDGE,456JZ,03/24/2020,1532,1741
BROOKLYN BRIDGE,456JZ,03/25/2020,1440,1623
BROOKLYN BRIDGE,456JZ,03/26/2020,1408,1533
BROOKLYN BRIDGE,456JZ,03/27/2020,1419,1773
BROOKLYN BRIDGE,456JZ,03/28/2020,595,755
BROOKLYN BRIDGE,456JZ,03/29/2020,485,662
BROOKLYN BRIDGE,456JZ,03/30/2020,1183,1291
BROOKLYN BRIDGE,456JZ,03/31/2020,1106,1139
BROOKLYN BRIDGE,456JZ,04/01/2020,1185,1205
BROOKLYN BRIDGE,456JZ,04/02/2020,1125,1248
BROOKLYN BRIDGE,456JZ,04/03/2020,1023,1200
BROOKLYN BRIDGE,456JZ,04/04/2020,421,567
BROOKLYN BRIDGE,456JZ,04/05/2020,361,462
BROOKLYN BRIDGE,456JZ,04/06/2020,955,1104
BROOKLYN BRIDGE,456JZ,04/07/2020,881,1047
BROOKLYN BRIDGE,456JZ,04/08/2020,903,1008
BROOKLYN BRIDGE,456JZ,04/09/2020,806,1050
BROOKLYN BRIDGE,456JZ,04/10/2020,827,1027
BROOKLYN BRIDGE,456JZ,04/11/2020,475,515
BROOKLYN BRIDGE,456JZ,04/12/2020,337,450
BROOKLYN BRIDGE,456JZ,04/13/2020,713,920
BROOKLYN BRIDGE,456JZ,04/14/2020,883,1110
BROOKLYN BRIDGE,456JZ,04/15/2020,810,1069
BROOKLYN BRIDGE,456JZ,04/16/2020,923,1087
BROOKLYN BRIDGE,456JZ,04/17/2020,910,1033
BROOKLYN BRIDGE,456JZ,12/28/2019,9855,6288
BROOKLYN BRIDGE,456JZ,12/29/2019,6303,4703
BROOKLYN BRIDGE,456JZ,12/30/2019,11412,10424
BROOKLYN BRIDGE,456JZ,12/31/2019,12955,10971
BUHRE AV,6,01/01/2020,937,1014
BUHRE AV,6,01/02/2020,3613,3187
BUHRE AV,6,01/03/2020,3746,3258
BUHRE AV,6,01/04/2020,1513,1555
BUHRE AV,6,01/05/2020,1135,1145
BUHRE AV,6,01/06/2020,3842,3101
BUHRE AV,6,01/07/2020,3935,3033
BUHRE AV,6,01/08/2020,3911,3176
BUHRE AV,6,01/09/2020,3904,3121
BUHRE AV,6,01/10/2020,3959,2938
BUHRE AV,6,01/11/2020,1669,1582
BUHRE AV,6,01/12/2020,1182,1213
BUHRE AV,6,01/13/2020,3901,3328
BUHRE AV,6,01/14/2020,4019,3435
BUHRE AV,6,01/15/2020,4066,3331
BUHRE AV,6,01/16/2020,3988,3424
BUHRE AV,6,01/17/2020,4087,3361
BUHRE AV,6,01/18/2020,1456,1425
BUHRE AV,6,01/19/2020,1152,1150
BUHRE AV,6,01/20/2020,2015,1758
BUHRE AV,6,01/21/2020,3872,3340
BUHRE AV,6,01/22/2020,3922,3316
BUHRE AV,6,01/23/2020,3903,2808
BUHRE AV,6,01/24/2020,3878,3035
BUHRE AV,6,01/25/2020,1393,1442
BUHRE AV,6,01/26/2020,1147,1043
BUHRE AV,6,01/27/2020,3886,3236
BUHRE AV,6,01/28/2020,4049,3342
BUHRE AV,6,01/29/2020,4049,3388
BUHRE AV,6,01/30/2020,4093,3437
BUHRE AV,6,01/31/2020,4113,3444
BUHRE AV,6,02/01/2020,1647,1596
BUHRE AV,6,02/02/2020,1133,1159
BUHRE AV,6,02/03/2020,3917,3098
BUHRE AV,6,02/04/2020,4046,3199
BUHRE AV,6,02/05/2020,4125,3275
BUHRE AV,6,02/06/2020,4029,3268
BUHRE AV,6,02/07/2020,3960,3197
BUHRE AV,6,02/08/2020,1671,1564
BUHRE AV,6,02/09/2020,1156,1170
BUHRE AV,6,02/10/2020,3888,3280
BUHRE AV,6,02/11/2020,3974,3392
BUHRE AV,6,02/12/2020,3991,3213
BUHRE AV,6,02/13/2020,4071,3340
BUHRE AV,6,02/14/2020,4027,3459
BUHRE AV,6,02/15/2020,1499,1558
BUHRE AV,6,02/16/2020,1065,1077
BUHRE AV,6,02/17/2020,1971,1758
BUHRE AV,6,02/18/2020,3471,2930
BUHRE AV,6,02/19/2020,3629,3154
BUHRE AV,6,02/20/2020,3529,2815
BUHRE AV,6,02/21/2020,3429,2843
BUHRE AV,6,02/22/2020,1542,1580
BUHRE AV,6,02/23/2020,1067,1119
BUHRE AV,6,02/24/2020,3830,2971
BUHRE AV,6,02/25/2020,3963,3388
BUHRE AV,6,02/26/2020,3924,3268
BUHRE AV,6,02/27/2020,3970,3305
BUHRE AV,6,02/28/2020,4035,3225
BUHRE AV,6,02/29/2020,1546,1621
BUHRE AV,6,03/01/2020,1086,1147
BUHRE AV,6,03/02/2020,3890,3193
BUHRE AV,6,03/03/2020,3936,3362
BUHRE AV,6,03/04/2020,3950,3243
BUHRE AV,6,03/05/2020,3889,3206
BUHRE AV,6,03/06/2020,3683,3253
BUHRE AV,6,03/07/2020,1545,1605
BUHRE AV,6,03/08/2020,1053,1138
BUHRE AV,6,03/09/2020,3726,3309
BUHRE AV,6,03/10/2020,3677,3435
BUHRE AV,6,03/11/2020,3577,3195
BUHRE AV,6,03/12/2020,3281,2949
BUHRE AV,6,03/13/2020,3083,2767
BUHRE AV,6,03/14/2020,1191,1220
BUHRE AV,6,03/15/2020,764,814
BUHRE AV,6,03/16/2020,1997,1810
BUHRE AV,6,03/17/2020,1736,1742
BUHRE AV,6,03/18/2020,1464,1530
BUHRE AV,6,03/19/2020,1409,1439
BUHRE AV,6,03/20/2020,1295,1250
BUHRE AV,6,03/21/2020,577,643
BUHRE AV,6,03/22/2020,336,400
BUHRE AV,6,03/23/2020,748,730
BUHRE AV,6,03/24/2020,783,826
BUHRE AV,6,03/25/2020,691,777
BUHRE AV,6,03/26/2020,684,761
BUHRE AV,6,03/27/2020,793,895
BUHRE AV,6,03/28/2020,318,401
BUHRE AV,6,03/29/2020,251,295
BUHRE AV,6,03/30/2020,581,634
BUHRE AV,6,03/31/2020,537,644
BUHRE AV,6,04/01/2020,552,656
BUHRE AV,6,04/02/2020,476,577
BUHRE AV,6,04/03/2020,508,575
BUHRE AV,6,04/04/2020,272,355
BUHRE AV,6,04/05/2020,257,281
BUHRE AV,6,04/06/2020,485,535
BUHRE AV,6,04/07/2020,443,530
BUHRE AV,6,04/08/2020,444,546
BUHRE AV,6,04/09/2020,387,459
BUHRE AV,6,04/10/2020,459,492
BUHRE AV,6,04/11/2020,165,277
BUHRE AV,6,04/12/2020,173,242
BUHRE AV,6,04/13/2020,380,466
BUHRE AV,6,04/14/2020,481,567
BUHRE AV,6,04/15/2020,435,553
BUHRE AV,6,04/16/2020,425,559
BUHRE AV,6,04/17/2020,417,498
BUHRE AV,6,12/28/2019,1605,1519
BUHRE AV,6,12/29/2019,1241,1114
BUHRE AV,6,12/30/2019,2841,2513
BUHRE AV,6,12/31/2019,2447,2427
BURKE AV,25,01/01/2020,1245,677
BURKE AV,25,01/02/2020,2920,1150
BURKE AV,25,01/03/2020,3029,1161
BURKE AV,25,01/04/2020,1577,790
BURKE AV,25,01/05/2020,1197,624
BURKE AV,25,01/06/2020,3163,1239
BURKE AV,25,01/07/2020,3219,1308
BURKE AV,25,01/08/2020,3174,1198
BURKE AV,25,01/09/2020,3170,1288
BURKE AV,25,01/10/2020,3322,1254
BURKE AV,25,01/11/2020,1632,810
BURKE AV,25,01/12/2020,1217,673
BURKE AV,25,01/13/2020,3032,1201
BURKE AV,25,01/14/2020,3193,1475
BURKE AV,25,01/15/2020,3239,1495
BURKE AV,25,01/16/2020,3215,1523
BURKE AV,25,01/17/2020,3003,1414
BURKE AV,25,01/18/2020,1476,708
BURKE AV,25,01/19/2020,1206,598
BURKE AV,25,01/20/2020,1889,742
BURKE AV,25,01/21/2020,3114,1243
BURKE AV,25,01/22/2020,3157,1164
BURKE AV,25,01/23/2020,3115,1223
BURKE AV,25,01/24/2020,3143,1217
BURKE AV,25,01/25/2020,1535,743
BURKE AV,25,01/26/2020,1297,655
BURKE AV,25,01/27/2020,3114,1169
BURKE AV,25,01/28/2020,3261,1283
BURKE AV,25,01/29/2020,3335,1238
BURKE AV,25,01/30/2020,3282,1207
BURKE AV,25,01/31/2020,3267,1274
BURKE AV,25,02/01/2020,1692,790
BURKE AV,25,02/02/2020,1244,713
BURKE AV,25,02/03/2020,3085,1142
BURKE AV,25,02/04/2020,3337,1257
BURKE AV,25,02/05/2020,3255,1192
BURKE AV,25,02/06/2020,3340,1233
BURKE AV,25,02/07/2020,3258,1234
BURKE AV,25,02/08/2020,1758,792
BURKE AV,25,02/09/2020,1286,662
BURKE AV,25,02/10/2020,3309,1271
BURKE AV,25,02/11/2020,3267,1222
BURKE AV,25,02/12/2020,3346,1286
BURKE AV,25,02/13/2020,3404,1218
BURKE AV,25,02/14/2020,3265,1281
BURKE AV,25,02/15/2020,1581,778
BURKE AV,25,02/16/2020,1275,676
BURKE AV,25,02/17/2020,1975,841
BURKE AV,25,02/18/2020,2852,1283
BURKE AV,25,02/19/2020,2962,1320
BURKE AV,25,02/20/2020,2393,982
BURKE AV,25,02/21/2020,2106,829
BURKE AV,25,02/22/2020,1704,851
BURKE AV,25,02/23/2020,1338,688
BURKE AV,25,02/24/2020,3292,1216
BURKE AV,25,02/25/2020,3348,1303
BURKE AV,25,02/26/2020,3336,1270
BURKE AV,25,02/27/2020,3328,1253
BURKE AV,25,02/28/2020,3195,1286
BURKE AV,25,02/29/2020,1760,825
BURKE AV,25,03/01/2020,1202,673
BURKE AV,25,03/02/2020,3300,1285
BURKE AV,25,03/03/2020,3359,1280
BURKE AV,25,03/04/2020,3373,1272
BURKE AV,25,03/05/2020,3282,1271
BURKE AV,25,03/06/2020,3229,1340
BURKE AV,25,03/07/2020,1650,855
BURKE AV,25,03/08/2020,1279,664
BURKE AV,25,03/09/2020,3245,1329
BURKE AV,25,03/10/2020,3163,1328
BURKE AV,25,03/11/2020,3145,1318
BURKE AV,25,03/12/2020,3014,1221
BURKE AV,25,03/13/2020,2775,1205
BURKE AV,25,03/14/2020,1359,725
BURKE AV,25,03/15/2020,1042,523
BURKE AV,25,03/16/2020,2037,836
BURKE AV,25,03/17/2020,1843,796
BURKE AV,25,03/18/2020,1760,745
BURKE AV,25,03/19/2020,1607,774
BURKE AV,25,03/20/2020,1484,657
BURKE AV,25,03/21/2020,808,495
BURKE AV,25,03/22/2020,561,361
BURKE AV,25,03/23/2020,918,484
BURKE AV,25,03/24/2020,954,537
BURKE AV,25,03/25/2020,900,500
BURKE AV,25,03/26/2020,851,493
BURKE AV,25,03/27/2020,791,447
BURKE AV,25,03/28/2020,428,320
BURKE AV,25,03/29/2020,364,271
BURKE AV,25,03/30/2020,690,387
BURKE AV,25,03/31/2020,675,402
BURKE AV,25,04/01/2020,592,395
BURKE AV,25,04/02/2020,605,349
BURKE AV,25,04/03/2020,582,345
BURKE AV,25,04/04/2020,363,289
BURKE AV,25,04/05/2020,298,238
BURKE AV,25,04/06/2020,582,387
BURKE AV,25,04/07/2020,539,358
BURKE AV,25,04/08/2020,549,345
BURKE AV,25,04/09/2020,531,360
BURKE AV,25,04/10/2020,532,356
BURKE AV,25,04/11/2020,327,238
BURKE AV,25,04/12/2020,256,255
BURKE AV,25,04/13/2020,467,328
BURKE AV,25,04/14/2020,549,354
BURKE AV,25,04/15/2020,545,347
BURKE AV,25,04/16/2020,507,383
BURKE AV,25,04/17/2020,529,374
BURKE AV,25,12/28/2019,1678,773
BURKE AV,25,12/29/2019,1210,598
BURKE AV,25,12/30/2019,2472,961
BURKE AV,25,12/31/2019,2421,939
BURNSIDE AV,4,01/01/2020,3431,2152
BURNSIDE AV,4,01/02/2020,8397,4886
BURNSIDE AV,4,01/03/2020,8487,4219
BURNSIDE AV,4,01/04/2020,5115,2763
BURNSIDE AV,4,01/05/2020,3791,2278
BURNSIDE AV,4,01/06/2020,9056,4707
BURNSIDE AV,4,01/07/2020,9043,4540
BURNSIDE AV,4,01/08/2020,9053,5299
BURNSIDE AV,4,01/09/2020,9264,5363
BURNSIDE AV,4,01/10/2020,9111,5357
BURNSIDE AV,4,01/11/2020,5658,3230
BURNSIDE AV,4,01/12/2020,3941,2332
BURNSIDE AV,4,01/13/2020,9060,4631
BURNSIDE AV,4,01/14/2020,9177,4739
BURNSIDE AV,4,01/15/2020,9439,5768
BURNSIDE AV,4,01/16/2020,9148,5515
BURNSIDE AV,4,01/17/2020,8957,5398
BURNSIDE AV,4,01/18/2020,4555,2776
BURNSIDE AV,4,01/19/2020,3885,2431
BURNSIDE AV,4,01/20/2020,5404,3051
BURNSIDE AV,4,01/21/2020,8926,4604
BURNSIDE AV,4,01/22/2020,9049,5404
BURNSIDE AV,4,01/23/2020,9274,5488
BURNSIDE AV,4,01/24/2020,8906,5379
BURNSIDE AV,4,01/25/2020,4706,2841
BURNSIDE AV,4,01/26/2020,4106,2344
BURNSIDE AV,4,01/27/2020,9857,5646
BURNSIDE AV,4,01/28/2020,10611,6120
BURNSIDE AV,4,01/29/2020,10537,6061
BURNSIDE AV,4,01/30/2020,10360,5570
BURNSIDE AV,4,01/31/2020,9574,5362
BURNSIDE AV,4,02/01/2020,5644,3332
BURNSIDE AV,4,02/02/2020,3990,2312
BURNSIDE AV,4,02/03/2020,10217,6656
BURNSIDE AV,4,02/04/2020,10428,6621
BURNSIDE AV,4,02/05/2020,10666,6549
BURNSIDE AV,4,02/06/2020,10206,4964
BURNSIDE AV,4,02/07/2020,9526,4754
BURNSIDE AV,4,02/08/2020,5549,3445
BURNSIDE AV,4,02/09/2020,4112,2500
BURNSIDE AV,4,02/10/2020,10079,5061
BURNSIDE AV,4,02/11/2020,10470,5067
BURNSIDE AV,4,02/12/2020,9492,4615
BURNSIDE AV,4,02/13/2020,10410,5130
