Station,Line Name,Date,Daily Entries,Daily Exits
14 ST,ACEL,03/10/2020,13367,14948
14 ST,ACEL,03/11/2020,11995,13592
14 ST,ACEL,03/12/2020,10669,12017
14 ST,ACEL,03/13/2020,8730,10062
14 ST,ACEL,03/14/2020,1125,906
14 ST,ACEL,03/15/2020,626,560
14 ST,ACEL,03/16/2020,4707,4975
14 ST,ACEL,03/17/2020,3602,3900
14 ST,ACEL,03/18/2020,3225,3596
14 ST,ACEL,03/19/2020,2950,3343
14 ST,ACEL,03/20/2020,2662,3033
14 ST,ACEL,03/21/2020,907,1317
14 ST,ACEL,03/22/2020,605,954
14 ST,ACEL,03/23/2020,1490,1725
14 ST,ACEL,03/24/2020,1461,1768
14 ST,ACEL,03/25/2020,1389,1694
14 ST,ACEL,03/26/2020,1317,1663
14 ST,ACEL,03/27/2020,1289,1686
14 ST,ACEL,03/28/2020,520,767
14 ST,ACEL,03/29/2020,346,575
14 ST,ACEL,03/30/2020,887,1207
14 ST,ACEL,03/31/2020,913,1183
14 ST,ACEL,04/01/2020,820,1067
14 ST,ACEL,04/02/2020,766,990
14 ST,ACEL,04/03/2020,823,994
14 ST,ACEL,04/04/2020,389,574
14 ST,ACEL,04/05/2020,292,489
14 ST,ACEL,04/06/2020,652,911
14 ST,ACEL,04/07/2020,668,905
14 ST,ACEL,04/08/2020,582,824
14 ST,ACEL,04/09/2020,642,865
14 ST,ACEL,04/10/2020,660,905
14 ST,ACEL,04/11/2020,378,601
14 ST,ACEL,04/12/2020,276,469
14 ST,ACEL,04/13/2020,588,794
14 ST,ACEL,04/14/2020,673,920
14 ST,ACEL,04/15/2020,689,890
14 ST,ACEL,04/16/2020,731,948
14 ST,ACEL,04/17/2020,691,952
14 ST,ACEL,12/28/2019,10488,14158
14 ST,ACEL,12/29/2019,9272,11919
14 ST,ACEL,12/30/2019,14367,15934
14 ST,ACEL,12/31/2019,11243,12788
14 ST,FLM123,01/01/2020,4938,6335
14 ST,FLM123,01/02/2020,14750,17260
14 ST,FLM123,01/03/2020,14724,17395
14 ST,FLM123,01/04/2020,9401,13785
14 ST,FLM123,01/05/2020,7282,10697
14 ST,FLM123,01/06/2020,16454,18240
14 ST,FLM123,01/07/2020,16701,18597
14 ST,FLM123,01/08/2020,16681,19427
14 ST,FLM123,01/09/2020,17226,19605
14 ST,FLM123,01/10/2020,17026,19654
14 ST,FLM123,01/11/2020,10386,14420
14 ST,FLM123,01/12/2020,7402,10036
14 ST,FLM123,01/13/2020,17092,18000
14 ST,FLM123,01/14/2020,17294,17872
14 ST,FLM123,01/15/2020,17812,18432
14 ST,FLM123,01/16/2020,17909,18587
14 ST,FLM123,01/17/2020,16482,18224
14 ST,FLM123,01/18/2020,8601,12508
14 ST,FLM123,01/19/2020,7984,11747
14 ST,FLM123,01/20/2020,10378,11834
14 ST,FLM123,01/21/2020,17949,19436
14 ST,FLM123,01/22/2020,18317,19345
14 ST,FLM123,01/23/2020,18112,19257
14 ST,FLM123,01/24/2020,17316,19048
14 ST,FLM123,01/25/2020,8652,12293
14 ST,FLM123,01/26/2020,7763,10803
14 ST,FLM123,01/27/2020,16849,18400
14 ST,FLM123,01/28/2020,18089,19633
14 ST,FLM123,01/29/2020,18178,19844
14 ST,FLM123,01/30/2020,18042,20180
14 ST,FLM123,01/31/2020,16645,19367
14 ST,FLM123,02/01/2020,9799,14652
14 ST,FLM123,02/02/2020,7357,10446
14 ST,FLM123,02/03/2020,17025,18680
14 ST,FLM123,02/04/2020,17674,20390
14 ST,FLM123,02/05/2020,18329,20944
14 ST,FLM123,02/06/2020,18241,20728
14 ST,FLM123,02/07/2020,17494,20767
14 ST,FLM123,02/08/2020,10992,15563
14 ST,FLM123,02/09/2020,8026,11280
14 ST,FLM123,02/10/2020,17013,19578
14 ST,FLM123,02/11/2020,17860,20445
14 ST,FLM123,02/12/2020,18651,21337
14 ST,FLM123,02/13/2020,18082,20578
14 ST,FLM123,02/14/2020,17107,21015
14 ST,FLM123,02/15/2020,9470,14514
14 ST,FLM123,02/16/2020,8442,12311
14 ST,FLM123,02/17/2020,11650,15732
14 ST,FLM123,02/18/2020,16577,19450
14 ST,FLM123,02/19/2020,17375,20404
14 ST,FLM123,02/20/2020,17150,20353
14 ST,FLM123,02/21/2020,16406,19966
14 ST,FLM123,02/22/2020,10607,15847
14 ST,FLM123,02/23/2020,8310,11844
14 ST,FLM123,02/24/2020,17149,19655
14 ST,FLM123,02/25/2020,17960,20564
14 ST,FLM123,02/26/2020,17182,18672
14 ST,FLM123,02/27/2020,18490,21299
14 ST,FLM123,02/28/2020,17178,20496
14 ST,FLM123,02/29/2020,10704,16788
14 ST,FLM123,03/01/2020,8276,12656
14 ST,FLM123,03/02/2020,17264,18848
14 ST,FLM123,03/03/2020,17215,19653
14 ST,FLM123,03/04/2020,17882,20815
14 ST,FLM123,03/05/2020,17425,20153
14 ST,FLM123,03/06/2020,16336,19562
14 ST,FLM123,03/07/2020,9619,13396
14 ST,FLM123,03/08/2020,5703,9135
14 ST,FLM123,03/09/2020,12935,16372
14 ST,FLM123,03/10/2020,12965,16514
14 ST,FLM123,03/11/2020,12364,15852
14 ST,FLM123,03/12/2020,10515,13472
14 ST,FLM123,03/13/2020,7617,9934
14 ST,FLM123,03/14/2020,5959,10578
14 ST,FLM123,03/15/2020,3671,6668
14 ST,FLM123,03/16/2020,4416,6136
14 ST,FLM123,03/17/2020,3264,4468
14 ST,FLM123,03/18/2020,2833,3919
14 ST,FLM123,03/19/2020,2227,3282
14 ST,FLM123,03/20/2020,2083,3064
14 ST,FLM123,03/21/2020,1116,1938
14 ST,FLM123,03/22/2020,698,1414
14 ST,FLM123,03/23/2020,951,1581
14 ST,FLM123,03/24/2020,1020,1682
14 ST,FLM123,03/25/2020,877,1526
14 ST,FLM123,03/26/2020,903,1479
14 ST,FLM123,03/27/2020,921,1441
14 ST,FLM123,03/28/2020,411,952
14 ST,FLM123,03/29/2020,371,1007
14 ST,FLM123,03/30/2020,649,1258
14 ST,FLM123,03/31/2020,623,1216
14 ST,FLM123,04/01/2020,638,1103
14 ST,FLM123,04/02/2020,621,1085
14 ST,FLM123,04/03/2020,619,1089
14 ST,FLM123,04/04/2020,305,743
14 ST,FLM123,04/05/2020,242,647
14 ST,FLM123,04/06/2020,575,1150
14 ST,FLM123,04/07/2020,530,1051
14 ST,FLM123,04/08/2020,503,1119
14 ST,FLM123,04/09/2020,556,1067
14 ST,FLM123,04/10/2020,493,1047
14 ST,FLM123,04/11/2020,299,735
14 ST,FLM123,04/12/2020,224,584
14 ST,FLM123,04/13/2020,468,994
14 ST,FLM123,04/14/2020,550,1098
14 ST,FLM123,04/15/2020,562,1045
14 ST,FLM123,04/16/2020,580,1101
14 ST,FLM123,04/17/2020,540,1183
14 ST,FLM123,12/28/2019,8879,13370
14 ST,FLM123,12/29/2019,7531,11023
14 ST,FLM123,12/30/2019,12557,15124
14 ST,FLM123,12/31/2019,10990,14336
14 ST-UNION SQ,456LNQRW,01/01/2020,11592,13015
14 ST-UNION SQ,456LNQRW,01/02/2020,22515,25713
14 ST-UNION SQ,456LNQRW,01/03/2020,22967,25873
14 ST-UNION SQ,456LNQRW,01/04/2020,15785,17528
14 ST-UNION SQ,456LNQRW,01/05/2020,13932,14290
14 ST-UNION SQ,456LNQRW,01/06/2020,23916,25599
14 ST-UNION SQ,456LNQRW,01/07/2020,24930,26972
14 ST-UNION SQ,456LNQRW,01/08/2020,25097,26223
14 ST-UNION SQ,456LNQRW,01/09/2020,24980,26947
14 ST-UNION SQ,456LNQRW,01/10/2020,25628,28306
14 ST-UNION SQ,456LNQRW,01/11/2020,16673,16947
14 ST-UNION SQ,456LNQRW,01/12/2020,13301,12259
14 ST-UNION SQ,456LNQRW,01/13/2020,24149,25892
14 ST-UNION SQ,456LNQRW,01/14/2020,24954,27105
14 ST-UNION SQ,456LNQRW,01/15/2020,25153,27565
14 ST-UNION SQ,456LNQRW,01/16/2020,24963,27192
14 ST-UNION SQ,456LNQRW,01/17/2020,25062,24559
14 ST-UNION SQ,456LNQRW,01/18/2020,14417,16552
14 ST-UNION SQ,456LNQRW,01/19/2020,13836,15372
14 ST-UNION SQ,456LNQRW,01/20/2020,15843,18121
14 ST-UNION SQ,456LNQRW,01/21/2020,24307,26732
14 ST-UNION SQ,456LNQRW,01/22/2020,24481,27216
14 ST-UNION SQ,456LNQRW,01/23/2020,24047,27025
14 ST-UNION SQ,456LNQRW,01/24/2020,24637,27839
14 ST-UNION SQ,456LNQRW,01/25/2020,15285,17671
14 ST-UNION SQ,456LNQRW,01/26/2020,15838,15133
14 ST-UNION SQ,456LNQRW,01/27/2020,23529,25966
14 ST-UNION SQ,456LNQRW,01/28/2020,25918,27431
14 ST-UNION SQ,456LNQRW,01/29/2020,25436,27310
14 ST-UNION SQ,456LNQRW,01/30/2020,25236,27788
14 ST-UNION SQ,456LNQRW,01/31/2020,25555,28042
14 ST-UNION SQ,456LNQRW,02/01/2020,17612,19386
14 ST-UNION SQ,456LNQRW,02/02/2020,14328,15033
14 ST-UNION SQ,456LNQRW,02/03/2020,24329,26281
14 ST-UNION SQ,456LNQRW,02/04/2020,25324,27314
14 ST-UNION SQ,456LNQRW,02/05/2020,25466,27533
14 ST-UNION SQ,456LNQRW,02/06/2020,24407,27143
14 ST-UNION SQ,456LNQRW,02/07/2020,25606,28460
14 ST-UNION SQ,456LNQRW,02/08/2020,17534,21322
14 ST-UNION SQ,456LNQRW,02/09/2020,13996,16480
14 ST-UNION SQ,456LNQRW,02/10/2020,23733,25687
14 ST-UNION SQ,456LNQRW,02/11/2020,25256,27260
14 ST-UNION SQ,456LNQRW,02/12/2020,25450,28329
14 ST-UNION SQ,456LNQRW,02/13/2020,25118,28025
14 ST-UNION SQ,456LNQRW,02/14/2020,26568,28905
14 ST-UNION SQ,456LNQRW,02/15/2020,15871,19326
14 ST-UNION SQ,456LNQRW,02/16/2020,13809,15639
14 ST-UNION SQ,456LNQRW,02/17/2020,16717,19247
14 ST-UNION SQ,456LNQRW,02/18/2020,23226,26394
14 ST-UNION SQ,456LNQRW,02/19/2020,24285,28530
14 ST-UNION SQ,456LNQRW,02/20/2020,23752,26903
14 ST-UNION SQ,456LNQRW,02/21/2020,23990,27198
14 ST-UNION SQ,456LNQRW,02/22/2020,16774,21112
14 ST-UNION SQ,456LNQRW,02/23/2020,14038,16224
14 ST-UNION SQ,456LNQRW,02/24/2020,24495,26352
14 ST-UNION SQ,456LNQRW,02/25/2020,25218,26765
14 ST-UNION SQ,456LNQRW,02/26/2020,24905,27563
14 ST-UNION SQ,456LNQRW,02/27/2020,24987,27520
14 ST-UNION SQ,456LNQRW,02/28/2020,25262,27823
14 ST-UNION SQ,456LNQRW,02/29/2020,16842,20441
14 ST-UNION SQ,456LNQRW,03/01/2020,13410,15834
14 ST-UNION SQ,456LNQRW,03/02/2020,24136,26844
14 ST-UNION SQ,456LNQRW,03/03/2020,25075,26902
14 ST-UNION SQ,456LNQRW,03/04/2020,25022,27322
14 ST-UNION SQ,456LNQRW,03/05/2020,24358,26873
14 ST-UNION SQ,456LNQRW,03/06/2020,24385,27333
14 ST-UNION SQ,456LNQRW,03/07/2020,16332,17987
14 ST-UNION SQ,456LNQRW,03/08/2020,13333,14218
14 ST-UNION SQ,456LNQRW,03/09/2020,23561,25616
14 ST-UNION SQ,456LNQRW,03/10/2020,23545,25149
14 ST-UNION SQ,456LNQRW,03/11/2020,22337,24336
14 ST-UNION SQ,456LNQRW,03/12/2020,19978,21246
14 ST-UNION SQ,456LNQRW,03/13/2020,17207,18651
14 ST-UNION SQ,456LNQRW,03/14/2020,9724,10542
14 ST-UNION SQ,456LNQRW,03/15/2020,6637,7464
14 ST-UNION SQ,456LNQRW,03/16/2020,10901,11933
14 ST-UNION SQ,456LNQRW,03/17/2020,8928,9713
14 ST-UNION SQ,456LNQRW,03/18/2020,8010,8980
14 ST-UNION SQ,456LNQRW,03/19/2020,7160,7878
14 ST-UNION SQ,456LNQRW,03/20/2020,6915,7929
14 ST-UNION SQ,456LNQRW,03/21/2020,3926,4327
14 ST-UNION SQ,456LNQRW,03/22/2020,2614,3075
14 ST-UNION SQ,456LNQRW,03/23/2020,3963,4637
14 ST-UNION SQ,456LNQRW,03/24/2020,4089,4882
14 ST-UNION SQ,456LNQRW,03/25/2020,3826,4505
14 ST-UNION SQ,456LNQRW,03/26/2020,3691,4103
14 ST-UNION SQ,456LNQRW,03/27/2020,3787,4831
14 ST-UNION SQ,456LNQRW,03/28/2020,2336,2991
14 ST-UNION SQ,456LNQRW,03/29/2020,1791,2511
14 ST-UNION SQ,456LNQRW,03/30/2020,3169,3749
14 ST-UNION SQ,456LNQRW,03/31/2020,3047,3518
14 ST-UNION SQ,456LNQRW,04/01/2020,3062,3693
14 ST-UNION SQ,456LNQRW,04/02/2020,2851,3463
14 ST-UNION SQ,456LNQRW,04/03/2020,3038,3617
14 ST-UNION SQ,456LNQRW,04/04/2020,1867,2445
14 ST-UNION SQ,456LNQRW,04/05/2020,1405,1929
14 ST-UNION SQ,456LNQRW,04/06/2020,2714,3425
14 ST-UNION SQ,456LNQRW,04/07/2020,2606,3387
14 ST-UNION SQ,456LNQRW,04/08/2020,2574,3256
14 ST-UNION SQ,456LNQRW,04/09/2020,1888,2769
14 ST-UNION SQ,456LNQRW,04/10/2020,2652,3411
14 ST-UNION SQ,456LNQRW,04/11/2020,1810,2393
14 ST-UNION SQ,456LNQRW,04/12/2020,1340,1884
14 ST-UNION SQ,456LNQRW,04/13/2020,2258,2806
14 ST-UNION SQ,456LNQRW,04/14/2020,2676,3406
14 ST-UNION SQ,456LNQRW,04/15/2020,2742,3482
14 ST-UNION SQ,456LNQRW,04/16/2020,2758,3387
14 ST-UNION SQ,456LNQRW,04/17/2020,2822,3520
14 ST-UNION SQ,456LNQRW,12/28/2019,16005,19401
14 ST-UNION SQ,456LNQRW,12/29/2019,13221,16292
14 ST-UNION SQ,456LNQRW,12/30/2019,19985,23500
14 ST-UNION SQ,456LNQRW,12/31/2019,19503,22796
14 ST-UNION SQ,LNQR456W,01/01/2020,19344,20721
14 ST-UNION SQ,LNQR456W,01/02/2020,47270,49118
14 ST-UNION SQ,LNQR456W,01/03/2020,47089,51191
14 ST-UNION SQ,LNQR456W,01/04/2020,28118,31861
14 ST-UNION SQ,LNQR456W,01/05/2020,22414,25248
14 ST-UNION SQ,LNQR456W,01/06/2020,52277,54151
14 ST-UNION SQ,LNQR456W,01/07/2020,54422,56761
14 ST-UNION SQ,LNQR456W,01/08/2020,54706,57789
14 ST-UNION SQ,LNQR456W,01/09/2020,53736,56848
14 ST-UNION SQ,LNQR456W,01/10/2020,54892,58404
14 ST-UNION SQ,LNQR456W,01/11/2020,32228,36140
14 ST-UNION SQ,LNQR456W,01/12/2020,24340,26433
14 ST-UNION SQ,LNQR456W,01/13/2020,52874,56281
14 ST-UNION SQ,LNQR456W,01/14/2020,53995,56799
14 ST-UNION SQ,LNQR456W,01/15/2020,56336,58750
14 ST-UNION SQ,LNQR456W,01/16/2020,54502,58262
14 ST-UNION SQ,LNQR456W,01/17/2020,52340,56739
14 ST-UNION SQ,LNQR456W,01/18/2020,25316,28291
14 ST-UNION SQ,LNQR456W,01/19/2020,22694,25735
14 ST-UNION SQ,LNQR456W,01/20/2020,32532,36199
14 ST-UNION SQ,LNQR456W,01/21/2020,54507,57305
14 ST-UNION SQ,LNQR456W,01/22/2020,56018,59543
14 ST-UNION SQ,LNQR456W,01/23/2020,54999,59557
14 ST-UNION SQ,LNQR456W,01/24/2020,54906,59007
14 ST-UNION SQ,LNQR456W,01/25/2020,26832,31258
14 ST-UNION SQ,LNQR456W,01/26/2020,26817,28679
14 ST-UNION SQ,LNQR456W,01/27/2020,52390,55719
14 ST-UNION SQ,LNQR456W,01/28/2020,54935,59370
14 ST-UNION SQ,LNQR456W,01/29/2020,56290,59836
14 ST-UNION SQ,LNQR456W,01/30/2020,56148,59739
14 ST-UNION SQ,LNQR456W,01/31/2020,55027,59247
14 ST-UNION SQ,LNQR456W,02/01/2020,31949,36471
14 ST-UNION SQ,LNQR456W,02/02/2020,23798,26870
14 ST-UNION SQ,LNQR456W,02/03/2020,54021,57046
14 ST-UNION SQ,LNQR456W,02/04/2020,55524,59230
14 ST-UNION SQ,LNQR456W,02/05/2020,56941,61634
14 ST-UNION SQ,LNQR456W,02/06/2020,54724,58969
14 ST-UNION SQ,LNQR456W,02/07/2020,54073,58878
14 ST-UNION SQ,LNQR456W,02/08/2020,29596,29835
14 ST-UNION SQ,LNQR456W,02/09/2020,21955,21405
14 ST-UNION SQ,LNQR456W,02/10/2020,51556,55288
14 ST-UNION SQ,LNQR456W,02/11/2020,54616,58821
14 ST-UNION SQ,LNQR456W,02/12/2020,57584,62901
14 ST-UNION SQ,LNQR456W,02/13/2020,54945,60462
14 ST-UNION SQ,LNQR456W,02/14/2020,55910,58196
14 ST-UNION SQ,LNQR456W,02/15/2020,29048,35846
14 ST-UNION SQ,LNQR456W,02/16/2020,23574,28704
14 ST-UNION SQ,LNQR456W,02/17/2020,31961,35622
14 ST-UNION SQ,LNQR456W,02/18/2020,50623,55334
14 ST-UNION SQ,LNQR456W,02/19/2020,53861,59177
14 ST-UNION SQ,LNQR456W,02/20/2020,52212,57125
14 ST-UNION SQ,LNQR456W,02/21/2020,50865,56363
14 ST-UNION SQ,LNQR456W,02/22/2020,28555,29266
14 ST-UNION SQ,LNQR456W,02/23/2020,21871,21021
14 ST-UNION SQ,LNQR456W,02/24/2020,53584,56657
14 ST-UNION SQ,LNQR456W,02/25/2020,53719,57897
14 ST-UNION SQ,LNQR456W,02/26/2020,55324,59991
14 ST-UNION SQ,LNQR456W,02/27/2020,54424,59274
14 ST-UNION SQ,LNQR456W,02/28/2020,53439,58242
14 ST-UNION SQ,LNQR456W,02/29/2020,27424,28566
14 ST-UNION SQ,LNQR456W,03/01/2020,20696,20614
14 ST-UNION SQ,LNQR456W,03/02/2020,52761,56080
14 ST-UNION SQ,LNQR456W,03/03/2020,52531,57126
14 ST-UNION SQ,LNQR456W,03/04/2020,54924,58961
14 ST-UNION SQ,LNQR456W,03/05/2020,52828,57354
14 ST-UNION SQ,LNQR456W,03/06/2020,50461,55364
14 ST-UNION SQ,LNQR456W,03/07/2020,28607,34001
14 ST-UNION SQ,LNQR456W,03/08/2020,22259,24024
14 ST-UNION SQ,LNQR456W,03/09/2020,51216,52880
14 ST-UNION SQ,LNQR456W,03/10/2020,48914,50443
14 ST-UNION SQ,LNQR456W,03/11/2020,46496,48910
14 ST-UNION SQ,LNQR456W,03/12/2020,37990,40347
14 ST-UNION SQ,LNQR456W,03/13/2020,30841,33689
14 ST-UNION SQ,LNQR456W,03/14/2020,15648,18716
14 ST-UNION SQ,LNQR456W,03/15/2020,9770,11704
14 ST-UNION SQ,LNQR456W,03/16/2020,17436,18405
14 ST-UNION SQ,LNQR456W,03/17/2020,12735,13755
14 ST-UNION SQ,LNQR456W,03/18/2020,11766,12535
14 ST-UNION SQ,LNQR456W,03/19/2020,9218,10194
14 ST-UNION SQ,LNQR456W,03/20/2020,9200,10164
14 ST-UNION SQ,LNQR456W,03/21/2020,4193,5240
14 ST-UNION SQ,LNQR456W,03/22/2020,2454,3370
14 ST-UNION SQ,LNQR456W,03/23/2020,4334,5147
14 ST-UNION SQ,LNQR456W,03/24/2020,4745,5797
14 ST-UNION SQ,LNQR456W,03/25/2020,4319,5103
14 ST-UNION SQ,LNQR456W,03/26/2020,4167,4903
14 ST-UNION SQ,LNQR456W,03/27/2020,4393,5374
14 ST-UNION SQ,LNQR456W,03/28/2020,2089,2988
14 ST-UNION SQ,LNQR456W,03/29/2020,1559,2495
14 ST-UNION SQ,LNQR456W,03/30/2020,3497,4222
14 ST-UNION SQ,LNQR456W,03/31/2020,3206,3936
14 ST-UNION SQ,LNQR456W,04/01/2020,3387,4042
14 ST-UNION SQ,LNQR456W,04/02/2020,3104,3859
14 ST-UNION SQ,LNQR456W,04/03/2020,2996,3965
14 ST-UNION SQ,LNQR456W,04/04/2020,1932,2585
14 ST-UNION SQ,LNQR456W,04/05/2020,1385,2301
14 ST-UNION SQ,LNQR456W,04/06/2020,2970,3954
14 ST-UNION SQ,LNQR456W,04/07/2020,2935,3731
14 ST-UNION SQ,LNQR456W,04/08/2020,2910,3768
14 ST-UNION SQ,LNQR456W,04/09/2020,2550,3562
14 ST-UNION SQ,LNQR456W,04/10/2020,2748,3756
14 ST-UNION SQ,LNQR456W,04/11/2020,1788,2592
14 ST-UNION SQ,LNQR456W,04/12/2020,1255,2095
14 ST-UNION SQ,LNQR456W,04/13/2020,2252,3247
14 ST-UNION SQ,LNQR456W,04/14/2020,2841,3808
14 ST-UNION SQ,LNQR456W,04/15/2020,2874,3778
14 ST-UNION SQ,LNQR456W,04/16/2020,2729,3748
14 ST-UNION SQ,LNQR456W,04/17/2020,2916,3961
14 ST-UNION SQ,LNQR456W,12/28/2019,29063,32829
14 ST-UNION SQ,LNQR456W,12/29/2019,23060,25873
14 ST-UNION SQ,LNQR456W,12/30/2019,37914,42468
14 ST-UNION SQ,LNQR456W,12/31/2019,35965,36707
145 ST,1,01/01/2020,4393,3559
145 ST,1,01/02/2020,7993,5623
145 ST,1,01/03/2020,8145,6227
145 ST,1,01/04/2020,6441,4724
145 ST,1,01/05/2020,5414,4395
145 ST,1,01/06/2020,8277,6059
145 ST,1,01/07/2020,8376,6271
145 ST,1,01/08/2020,8489,6205
145 ST,1,01/09/2020,8407,6100
145 ST,1,01/10/2020,8992,6591
145 ST,1,01/11/2020,7404,5118
145 ST,1,01/12/2020,5661,4485
145 ST,1,01/13/2020,5488,5333
145 ST,1,01/14/2020,8133,6514
145 ST,1,01/15/2020,8714,6510
145 ST,1,01/16/2020,8435,6566
145 ST,1,01/17/2020,8766,6866
145 ST,1,01/18/2020,17,34
145 ST,1,01/19/2020,54,96
145 ST,1,01/20/2020,5851,4912
145 ST,1,01/21/2020,8323,6384
145 ST,1,01/22/2020,8368,6345
145 ST,1,01/23/2020,8360,6344
145 ST,1,01/24/2020,8821,6779
145 ST,1,01/25/2020,15,27
145 ST,1,01/26/2020,1,3
145 ST,1,01/27/2020,8037,6532
145 ST,1,01/28/2020,8808,6960
145 ST,1,01/29/2020,8670,5825
145 ST,1,01/30/2020,8978,6887
145 ST,1,01/31/2020,9077,7159
145 ST,1,02/01/2020,6616,5188
145 ST,1,02/02/2020,5322,4529
145 ST,1,02/03/2020,8351,6565
145 ST,1,02/04/2020,8515,6379
145 ST,1,02/05/2020,8667,6267
145 ST,1,02/06/2020,8526,6431
145 ST,1,02/07/2020,8846,6809
145 ST,1,02/08/2020,62,106
145 ST,1,02/09/2020,1,3
145 ST,1,02/10/2020,8151,6291
145 ST,1,02/11/2020,8415,6238
145 ST,1,02/12/2020,8493,6529
145 ST,1,02/13/2020,8448,6408
145 ST,1,02/14/2020,8806,6859
145 ST,1,02/15/2020,48,74
145 ST,1,02/16/2020,2,13
145 ST,1,02/17/2020,0,5
145 ST,1,02/18/2020,7641,6303
145 ST,1,02/19/2020,8000,6047
145 ST,1,02/20/2020,7871,5892
145 ST,1,02/21/2020,8099,6422
145 ST,1,02/22/2020,2,39
145 ST,1,02/23/2020,1,66
145 ST,1,02/24/2020,7957,6361
145 ST,1,02/25/2020,7913,6762
145 ST,1,02/26/2020,8282,6586
145 ST,1,02/27/2020,8557,6556
145 ST,1,02/28/2020,8671,6886
145 ST,1,02/29/2020,33,149
145 ST,1,03/01/2020,4,11
145 ST,1,03/02/2020,8110,6956
145 ST,1,03/03/2020,8378,7052
145 ST,1,03/04/2020,8554,6895
145 ST,1,03/05/2020,8658,7209
145 ST,1,03/06/2020,8548,6785
145 ST,1,03/07/2020,6037,5044
145 ST,1,03/08/2020,4319,3481
145 ST,1,03/09/2020,7680,5956
145 ST,1,03/10/2020,7622,5975
145 ST,1,03/11/2020,7537,5871
145 ST,1,03/12/2020,6921,5816
145 ST,1,03/13/2020,6129,5135
145 ST,1,03/14/2020,3946,3647
145 ST,1,03/15/2020,2971,3144
145 ST,1,03/16/2020,4156,3891
145 ST,1,03/17/2020,3443,3265
145 ST,1,03/18/2020,3270,3185
145 ST,1,03/19/2020,2746,2759
145 ST,1,03/20/2020,2697,2702
145 ST,1,03/21/2020,1583,1697
145 ST,1,03/22/2020,1014,1252
145 ST,1,03/23/2020,1443,1720
145 ST,1,03/24/2020,1524,1667
145 ST,1,03/25/2020,1423,1536
145 ST,1,03/26/2020,1401,1579
145 ST,1,03/27/2020,1408,1897
145 ST,1,03/28/2020,853,1067
145 ST,1,03/29/2020,675,927
145 ST,1,03/30/2020,1179,1320
145 ST,1,03/31/2020,1171,1305
145 ST,1,04/01/2020,1189,1329
145 ST,1,04/02/2020,1138,1316
145 ST,1,04/03/2020,1106,1295
145 ST,1,04/04/2020,794,912
145 ST,1,04/05/2020,584,696
145 ST,1,04/06/2020,1017,1171
145 ST,1,04/07/2020,1032,1171
145 ST,1,04/08/2020,999,1232
145 ST,1,04/09/2020,929,1106
145 ST,1,04/10/2020,932,1228
145 ST,1,04/11/2020,674,891
145 ST,1,04/12/2020,478,687
145 ST,1,04/13/2020,840,999
145 ST,1,04/14/2020,1060,1231
145 ST,1,04/15/2020,1017,1220
145 ST,1,04/16/2020,1117,1318
145 ST,1,04/17/2020,1044,1311
145 ST,1,12/28/2019,6243,4824
145 ST,1,12/29/2019,5292,4141
145 ST,1,12/30/2019,7228,5448
145 ST,1,12/31/2019,7704,5651
145 ST,3,01/01/2020,1160,139
145 ST,3,01/02/2020,2966,205
145 ST,3,01/03/2020,3115,210
145 ST,3,01/04/2020,1653,156
145 ST,3,01/05/2020,1291,174
145 ST,3,01/06/2020,3274,210
145 ST,3,01/07/2020,3512,236
145 ST,3,01/08/2020,3451,211
145 ST,3,01/09/2020,2936,396
145 ST,3,01/10/2020,3480,314
145 ST,3,01/11/2020,2029,238
145 ST,3,01/12/2020,1440,133
145 ST,3,01/13/2020,1557,473
145 ST,3,01/14/2020,3313,213
145 ST,3,01/15/2020,3474,219
145 ST,3,01/16/2020,3537,219
145 ST,3,01/17/2020,3441,276
145 ST,3,01/18/2020,1745,169
145 ST,3,01/19/2020,1608,139
145 ST,3,01/20/2020,1820,200
145 ST,3,01/21/2020,3389,248
145 ST,3,01/22/2020,3531,214
145 ST,3,01/23/2020,3387,247
145 ST,3,01/24/2020,3472,245
145 ST,3,01/25/2020,1644,165
145 ST,3,01/26/2020,1395,175
145 ST,3,01/27/2020,3227,218
145 ST,3,01/28/2020,3546,215
145 ST,3,01/29/2020,3479,271
145 ST,3,01/30/2020,3535,257
145 ST,3,01/31/2020,3592,247
145 ST,3,02/01/2020,1887,237
145 ST,3,02/02/2020,1390,172
145 ST,3,02/03/2020,3412,237
145 ST,3,02/04/2020,3652,261
145 ST,3,02/05/2020,3671,341
145 ST,3,02/06/2020,3296,231
145 ST,3,02/07/2020,3635,274
145 ST,3,02/08/2020,2048,262
145 ST,3,02/09/2020,1393,158
145 ST,3,02/10/2020,3395,257
145 ST,3,02/11/2020,3471,276
145 ST,3,02/12/2020,3609,205
145 ST,3,02/13/2020,3654,295
145 ST,3,02/14/2020,3651,282
145 ST,3,02/15/2020,1873,174
145 ST,3,02/16/2020,1436,179
145 ST,3,02/17/2020,1994,174
145 ST,3,02/18/2020,3093,186
145 ST,3,02/19/2020,3229,287
145 ST,3,02/20/2020,3298,231
145 ST,3,02/21/2020,3027,203
145 ST,3,02/22/2020,1932,171
145 ST,3,02/23/2020,1468,176
145 ST,3,02/24/2020,3513,251
145 ST,3,02/25/2020,3475,242
145 ST,3,02/26/2020,3591,246
145 ST,3,02/27/2020,3702,245
145 ST,3,02/28/2020,3785,296
