station_code,station,GTFS_stop_id,C/A,line_name,NTACode,NTAName,geometry,lat,long,unit
N530R301,YORK ST,F18,N530,F,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.986751 40.701397),40.701397,-73.986751,R301
N531R129,BERGEN ST,F20,N531,FG,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.99086199999999 40.686145),40.686145,-73.99086199999999,R129
N532R129,BERGEN ST,F20,N532,FG,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.99086199999999 40.686145),40.686145,-73.99086199999999,R129
N533R129,BERGEN ST,F20,N533,FG,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.99086199999999 40.686145),40.686145,-73.99086199999999,R129
N534R220,CARROLL ST,F21,N534,FG,BK33,Carroll Gardens-Columbia Street-Red Hook,POINT (-73.995048 40.680303),40.680303,-73.995048,R220
N535R220,CARROLL ST,F21,N535,FG,BK33,Carroll Gardens-Columbia Street-Red Hook,POINT (-73.995048 40.680303),40.680303,-73.995048,R220
N536R270,SMITH-9 ST,F22,N536,FG,BK37,Park Slope-Gowanus,POINT (-73.995959 40.67358),40.67358,-73.995959,R270
N537R258,4 AV-9 ST,R33,N537,DFGMNR,BK37,Park Slope-Gowanus,POINT (-73.988302 40.67084699999999),40.670846999999995,-73.988302,R258
N539R288,7 AV,F24,N539,FG,BK37,Park Slope-Gowanus,POINT (-73.980305 40.666271),40.666271,-73.980305,R288
N541R241,15 ST-PROSPECT,F25,N541,FG,BK40,Windsor Terrace,POINT (-73.97949300000001 40.66036500000001),40.660365000000006,-73.979493,R241
N542R241,15 ST-PROSPECT,F25,N542,FG,BK40,Windsor Terrace,POINT (-73.97949300000001 40.66036500000001),40.660365000000006,-73.979493,R241
N543R289,FT HAMILTON PKY,F26,N543,FG,BK40,Windsor Terrace,POINT (-73.975776 40.650782),40.650782,-73.975776,R289
N544R289,FT HAMILTON PKY,F26,N544,FG,BK40,Windsor Terrace,POINT (-73.975776 40.650782),40.650782,-73.975776,R289
N545R204,CHURCH AV,F27,N545,FG,BK41,Kensington-Ocean Parkway,POINT (-73.97967800000001 40.64404099999999),40.644040999999994,-73.979678,R204
N546R204,CHURCH AV,F27,N546,FG,BK41,Kensington-Ocean Parkway,POINT (-73.97967800000001 40.64404099999999),40.644040999999994,-73.979678,R204
N547R420,DITMAS AV,F29,N547,F,BK41,Kensington-Ocean Parkway,POINT (-73.978172 40.636119),40.636119,-73.978172,R420
N548R420,DITMAS AV,F29,N548,F,BK41,Kensington-Ocean Parkway,POINT (-73.978172 40.636119),40.636119,-73.978172,R420
N549R242,18 AV,F30,N549,F,BK42,Flatbush,POINT (-73.97697099999999 40.629755),40.629754999999996,-73.97697099999999,R242
N550R242,18 AV,F30,N550,F,BK42,Flatbush,POINT (-73.97697099999999 40.629755),40.629754999999996,-73.97697099999999,R242
N551R421,AVENUE I,F31,N551,F,BK46,Ocean Parkway South,POINT (-73.97612700000001 40.625322),40.625322,-73.976127,R421
N553R422,BAY PKWY,F32,N553,F,BK46,Ocean Parkway South,POINT (-73.975264 40.620769),40.620769,-73.975264,R422
N554R423,AVENUE N,F33,N554,F,BK88,Borough Park,POINT (-73.974197 40.61514),40.615140000000004,-73.974197,R423
N555R423,AVENUE N,F33,N555,F,BK88,Borough Park,POINT (-73.974197 40.61514),40.615140000000004,-73.974197,R423
N556R424,AVENUE P,F34,N556,F,BK46,Ocean Parkway South,POINT (-73.973022 40.608944),40.608944,-73.973022,R424
N557R130,KINGS HWY,F35,N557,F,BK25,Homecrest,POINT (-73.97236099999999 40.603217),40.603217,-73.97236099999999,R130
N558R130,KINGS HWY,F35,N558,F,BK25,Homecrest,POINT (-73.97236099999999 40.603217),40.603217,-73.97236099999999,R130
N559R425,AVENUE U,F36,N559,F,BK26,Gravesend,POINT (-73.97335699999999 40.596063),40.596063,-73.973357,R425
N561R271,AVENUE X,F38,N561,F,BK26,Gravesend,POINT (-73.97425 40.58962),40.589620000000004,-73.97425,R271
N562R426,NEPTUNE AV,F39,N562,F,BK21,Seagate-Coney Island,POINT (-73.974574 40.581011),40.581011,-73.974574,R426
N600R302,57 ST,B10,N600,F,MN17,Midtown-Midtown South,POINT (-73.97745 40.763972),40.763971999999995,-73.97745,R302
N601AR319,LEXINGTON AV/63,B08,N601A,F,MN40,Upper East Side-Carnegie Hill,POINT (-73.96611300000001 40.764629),40.764629,-73.966113,R319
N601R319,LEXINGTON AV/63,B08,N601,F,MN40,Upper East Side-Carnegie Hill,POINT (-73.96611300000001 40.764629),40.764629,-73.966113,R319
N602R259,ROOSEVELT ISLND,B06,N602,F,MN31,Lenox Hill-Roosevelt Island,POINT (-73.95326 40.759145),40.759145000000004,-73.95326,R259
N603R303,21 ST-QNSBRIDGE,B04,N603,F,QN68,Queensbridge-Ravenswood-Long Island City,POINT (-73.942836 40.754203),40.754203000000004,-73.942836,R303
N604R342,JAMAICA VAN WK,G07,N604,E,QN60,Kew Gardens,POINT (-73.81685899999999 40.702566),40.702566,-73.816859,R342
N605R024,SUTPHIN-ARCHER,G06,N605,EJZ,QN61,Jamaica,POINT (-73.807969 40.700486),40.700486,-73.807969,R024
N606R025,JAMAICA CENTER,G05,N606,EJZ,QN61,Jamaica,POINT (-73.801109 40.702147),40.702147,-73.801109,R025
N607R025,JAMAICA CENTER,G05,N607,EJZ,QN61,Jamaica,POINT (-73.801109 40.702147),40.702147,-73.801109,R025
N700AR570,72 ST-2 AVE,Q03,N700A,Q,MN31,Lenox Hill-Roosevelt Island,POINT (-73.95842399999999 40.768799),40.768799,-73.958424,R570
N700R570,72 ST-2 AVE,Q03,N700,Q,MN31,Lenox Hill-Roosevelt Island,POINT (-73.95842399999999 40.768799),40.768799,-73.958424,R570
N701AR571,86 ST-2 AVE,Q04,N701A,Q,MN32,Yorkville,POINT (-73.951787 40.777891),40.777891,-73.951787,R571
N701R571,86 ST-2 AVE,Q04,N701,Q,MN32,Yorkville,POINT (-73.951787 40.777891),40.777891,-73.951787,R571
N702AR572,96 ST-2 AVE,Q05,N702A,Q,MN33,East Harlem South,POINT (-73.947152 40.784318),40.784318,-73.947152,R572
N702R572,96 ST-2 AVE,Q05,N702,Q,MN33,East Harlem South,POINT (-73.947152 40.784318),40.784318,-73.947152,R572
R101R001,SOUTH FERRY,142,R101,1RW,MN25,Battery Park City-Lower Manhattan,POINT (-74.01366400000001 40.702068),40.702068,-74.013664,R001
R102R304,RECTOR ST,139,R102,1,MN25,Battery Park City-Lower Manhattan,POINT (-74.01378299999999 40.707513),40.707513,-74.01378299999999,R304
R103R304,RECTOR ST,139,R103,1,MN25,Battery Park City-Lower Manhattan,POINT (-74.01378299999999 40.707513),40.707513,-74.01378299999999,R304
R106R305,WTC-CORTLANDT,138,R106,1,MN25,Battery Park City-Lower Manhattan,POINT (-74.01218799999999 40.711835),40.711835,-74.012188,R305
R107DR305,WTC-CORTLANDT,138,R107D,1,MN25,Battery Park City-Lower Manhattan,POINT (-74.01218799999999 40.711835),40.711835,-74.012188,R305
R107R305,WTC-CORTLANDT,138,R107,1,MN25,Battery Park City-Lower Manhattan,POINT (-74.01218799999999 40.711835),40.711835,-74.012188,R305
R108AR305,WTC-CORTLANDT,138,R108A,1,MN25,Battery Park City-Lower Manhattan,POINT (-74.01218799999999 40.711835),40.711835,-74.012188,R305
R108R305,WTC-CORTLANDT,138,R108,1,MN25,Battery Park City-Lower Manhattan,POINT (-74.01218799999999 40.711835),40.711835,-74.012188,R305
R109R305,WTC-CORTLANDT,138,R109,1,MN25,Battery Park City-Lower Manhattan,POINT (-74.01218799999999 40.711835),40.711835,-74.012188,R305
R110R027,WALL ST,230,R110,23,MN25,Battery Park City-Lower Manhattan,POINT (-74.0091 40.70682100000001),40.706821000000005,-74.0091,R027
R111R027,WALL ST,230,R111,23,MN25,Battery Park City-Lower Manhattan,POINT (-74.0091 40.70682100000001),40.706821000000005,-74.0091,R027
R112AR027,WALL ST,230,R112A,23,MN25,Battery Park City-Lower Manhattan,POINT (-74.0091 40.70682100000001),40.706821000000005,-74.0091,R027
R112R027,WALL ST,230,R112,23,MN25,Battery Park City-Lower Manhattan,POINT (-74.0091 40.70682100000001),40.706821000000005,-74.0091,R027
R113R028,FULTON ST,229,R113,2345ACJZ,MN25,Battery Park City-Lower Manhattan,POINT (-74.00657099999999 40.709416),40.709416,-74.006571,R028
R114R028,FULTON ST,229,R114,2345ACJZ,MN25,Battery Park City-Lower Manhattan,POINT (-74.00657099999999 40.709416),40.709416,-74.006571,R028
R115R029,PARK PLACE,228,R115,23ACE,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.00881099999999 40.713051),40.713051,-74.008811,R029
R116R030,CHAMBERS ST,137,R116,123,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.009266 40.715478),40.715478000000004,-74.009266,R030
R117R343,FRANKLIN ST,136,R117,1,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.00688599999999 40.719318),40.719318,-74.006886,R343
R118R343,FRANKLIN ST,136,R118,1,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.00688599999999 40.719318),40.719318,-74.006886,R343
R119R320,CANAL ST,135,R119,1,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.006277 40.722854),40.722854,-74.006277,R320
R120R320,CANAL ST,135,R120,1,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.006277 40.722854),40.722854,-74.006277,R320
R121R290,HOUSTON ST,134,R121,1,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.00536700000001 40.728251),40.728251,-74.005367,R290
R122R290,HOUSTON ST,134,R122,1,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.00536700000001 40.728251),40.728251,-74.005367,R290
R123R290,HOUSTON ST,134,R123,1,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.00536700000001 40.728251),40.728251,-74.005367,R290
R124R290,HOUSTON ST,134,R124,1,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.00536700000001 40.728251),40.728251,-74.005367,R290
R125R189,CHRISTOPHER ST,133,R125,1,MN23,West Village,POINT (-74.00290600000001 40.733422),40.733422,-74.00290600000001,R189
R126R189,CHRISTOPHER ST,133,R126,1,MN23,West Village,POINT (-74.00290600000001 40.733422),40.733422,-74.00290600000001,R189
R127R105,14 ST,132,R127,123FLM,MN23,West Village,POINT (-74.000201 40.737826),40.737826,-74.000201,R105
R128R105,14 ST,132,R128,123FLM,MN23,West Village,POINT (-74.000201 40.737826),40.737826,-74.000201,R105
R129R321,18 ST,131,R129,1,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.99787099999999 40.74104000000001),40.741040000000005,-73.99787099999999,R321
R130R321,18 ST,131,R130,1,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.99787099999999 40.74104000000001),40.741040000000005,-73.99787099999999,R321
R131R190,23 ST,130,R131,1,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.99565699999999 40.744081),40.744081,-73.995657,R190
R132R190,23 ST,130,R132,1,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.99565699999999 40.744081),40.744081,-73.995657,R190
R133R272,28 ST,129,R133,1,MN17,Midtown-Midtown South,POINT (-73.993365 40.747215),40.747215000000004,-73.993365,R272
R134R272,28 ST,129,R134,1,MN17,Midtown-Midtown South,POINT (-73.993365 40.747215),40.747215000000004,-73.993365,R272
R135R031,34 ST-PENN STA,128,R135,123,MN17,Midtown-Midtown South,POINT (-73.991057 40.750373),40.750372999999996,-73.991057,R031
R137R031,34 ST-PENN STA,128,R137,123,MN17,Midtown-Midtown South,POINT (-73.991057 40.750373),40.750372999999996,-73.991057,R031
R138R293,34 ST-PENN STA,128,R138,123ACE,MN17,Midtown-Midtown South,POINT (-73.991057 40.750373),40.750372999999996,-73.991057,R293
R139R031,34 ST-PENN STA,128,R139,123,MN17,Midtown-Midtown South,POINT (-73.991057 40.750373),40.750372999999996,-73.991057,R031
R141R031,34 ST-PENN STA,128,R141,123,MN17,Midtown-Midtown South,POINT (-73.991057 40.750373),40.750372999999996,-73.991057,R031
R142R293,34 ST-PENN STA,128,R142,123ACE,MN17,Midtown-Midtown South,POINT (-73.991057 40.750373),40.750372999999996,-73.991057,R293
R143R032,TIMES SQ-42 ST,127,R143,1237ACENQRSW,MN17,Midtown-Midtown South,POINT (-73.987495 40.75529),40.75529,-73.987495,R032
R145R032,TIMES SQ-42 ST,127,R145,1237ACENQRSW,MN17,Midtown-Midtown South,POINT (-73.987495 40.75529),40.75529,-73.987495,R032
R147R033,TIMES SQ-42 ST,127,R147,1237ACENQRS,MN17,Midtown-Midtown South,POINT (-73.987495 40.75529),40.75529,-73.987495,R033
R148R033,TIMES SQ-42 ST,725,R148,1237ACENQRSW,MN17,Midtown-Midtown South,POINT (-73.987691 40.755477),40.755477,-73.987691,R033
R151R033,TIMES SQ-42 ST,725,R151,1237ACENQRSW,MN17,Midtown-Midtown South,POINT (-73.987691 40.755477),40.755477,-73.987691,R033
R154R116,50 ST,126,R154,1,MN17,Midtown-Midtown South,POINT (-73.98384899999999 40.76172800000001),40.761728000000005,-73.98384899999999,R116
R155R116,50 ST,126,R155,1,MN17,Midtown-Midtown South,POINT (-73.98384899999999 40.76172800000001),40.761728000000005,-73.98384899999999,R116
R158R084,59 ST COLUMBUS,125,R158,1ABCD,MN14,Lincoln Square,POINT (-73.98192900000001 40.768247),40.768246999999995,-73.98192900000001,R084
R159R164,66 ST-LINCOLN,124,R159,1,MN14,Lincoln Square,POINT (-73.982209 40.77344),40.77344,-73.982209,R164
R159R164,66 ST-LINCOLN,124,R159,1,MN14,Lincoln Square,POINT (-73.982209 40.77344),40.77344,-73.982209,R164
R160AR164,66 ST-LINCOLN,124,R160A,1,MN14,Lincoln Square,POINT (-73.982209 40.77344),40.77344,-73.982209,R164
R160R164,66 ST-LINCOLN,124,R160,1,MN14,Lincoln Square,POINT (-73.982209 40.77344),40.77344,-73.982209,R164
R161AR452,72 ST,123,R161A,123,MN14,Lincoln Square,POINT (-73.98196999999999 40.77845300000001),40.778453000000006,-73.98196999999999,R452
R161BR452,72 ST,123,R161B,123,MN14,Lincoln Square,POINT (-73.98196999999999 40.77845300000001),40.778453000000006,-73.98196999999999,R452
R162R166,79 ST,122,R162,1,MN12,Upper West Side,POINT (-73.979917 40.783934),40.783934,-73.979917,R166
R163R166,79 ST,122,R163,1,MN12,Upper West Side,POINT (-73.979917 40.783934),40.783934,-73.979917,R166
R164R167,86 ST,121,R164,1,MN12,Upper West Side,POINT (-73.976218 40.788644),40.788644,-73.976218,R167
R165R167,86 ST,121,R165,1,MN12,Upper West Side,POINT (-73.976218 40.788644),40.788644,-73.976218,R167
R166R167,86 ST,121,R166,1,MN12,Upper West Side,POINT (-73.976218 40.788644),40.788644,-73.976218,R167
R168AR168,96 ST,120,R168A,123,MN12,Upper West Side,POINT (-73.972323 40.793919),40.793919,-73.972323,R168
R169R168,96 ST,120,R169,123,MN12,Upper West Side,POINT (-73.972323 40.793919),40.793919,-73.972323,R168
R169R168,96 ST,120,R169,123,MN12,Upper West Side,POINT (-73.972323 40.793919),40.793919,-73.972323,R168
R170R191,103 ST,119,R170,1,MN12,Upper West Side,POINT (-73.968379 40.799446),40.799446,-73.968379,R191
R171R192,CATHEDRAL PKWY,118,R171,1,MN09,Morningside Heights,POINT (-73.966847 40.803967),40.803967,-73.966847,R192
R172R192,CATHEDRAL PKWY,118,R172,1,MN09,Morningside Heights,POINT (-73.966847 40.803967),40.803967,-73.966847,R192
R173R159,116 ST-COLUMBIA,117,R173,1,MN09,Morningside Heights,POINT (-73.96410999999999 40.807722),40.807722,-73.96410999999999,R159
R174R034,125 ST,116,R174,1,MN09,Morningside Heights,POINT (-73.958372 40.815581),40.815581,-73.958372,R034
R175R169,137 ST CITY COL,115,R175,1,MN06,Manhattanville,POINT (-73.953676 40.822008),40.822008000000004,-73.953676,R169
R176R169,137 ST CITY COL,115,R176,1,MN06,Manhattanville,POINT (-73.953676 40.822008),40.822008000000004,-73.953676,R169
R177R273,145 ST,114,R177,1,MN04,Hamilton Heights,POINT (-73.95036 40.826551),40.826551,-73.95036,R273
R178R273,145 ST,114,R178,1,MN04,Hamilton Heights,POINT (-73.95036 40.826551),40.826551,-73.95036,R273
R179R193,157 ST,113,R179,1,MN36,Washington Heights South,POINT (-73.94489 40.834041),40.834041,-73.94489,R193
R180R193,157 ST,113,R180,1,MN36,Washington Heights South,POINT (-73.94489 40.834041),40.834041,-73.94489,R193
R182R035,168 ST,112,R182,1AC,MN36,Washington Heights South,POINT (-73.94013299999999 40.840556),40.840556,-73.94013299999999,R035
R183R260,181 ST,111,R183,1,MN35,Washington Heights North,POINT (-73.93359599999999 40.849505),40.849505,-73.933596,R260
R185R274,191 ST,110,R185,1,MN35,Washington Heights North,POINT (-73.929412 40.855225),40.855225,-73.929412,R274
R186R036,DYCKMAN ST,109,R186,1,MN35,Washington Heights North,POINT (-73.92553599999999 40.860531),40.860531,-73.925536,R036
R186R036,DYCKMAN ST,109,R186,1,MN35,Washington Heights North,POINT (-73.92553599999999 40.860531),40.860531,-73.925536,R036
R188R037,207 ST,108,R188,1,MN01,Marble Hill-Inwood,POINT (-73.91882199999999 40.864621),40.864621,-73.91882199999999,R037
R190R038,215 ST,107,R190,1,MN01,Marble Hill-Inwood,POINT (-73.915279 40.869444),40.869444,-73.915279,R038
R192R039,MARBLE HILL-225,106,R192,1,MN01,Marble Hill-Inwood,POINT (-73.90983100000001 40.874561),40.874561,-73.90983100000001,R039
R194R040,231 ST,104,R194,1,BX29,Spuyten Duyvil-Kingsbridge,POINT (-73.90483399999999 40.878856),40.878856,-73.904834,R040
R196R306,238 ST,103,R196,1,BX29,Spuyten Duyvil-Kingsbridge,POINT (-73.90087 40.884667),40.884667,-73.90087,R306
R197R117,V.CORTLANDT PK,101,R197,1,BX29,Spuyten Duyvil-Kingsbridge,POINT (-73.898583 40.88924799999999),40.889247999999995,-73.898583,R117
R200AR041,BOWLING GREEN,420,R200A,45,MN25,Battery Park City-Lower Manhattan,POINT (-74.014065 40.704817),40.704817,-74.014065,R041
R201R041,BOWLING GREEN,420,R201,45,MN25,Battery Park City-Lower Manhattan,POINT (-74.014065 40.704817),40.704817,-74.014065,R041
R202R042,BOWLING GREEN,420,R202,45,MN25,Battery Park City-Lower Manhattan,POINT (-74.014065 40.704817),40.704817,-74.014065,R042
R203AR043,WALL ST,419,R203A,45,MN25,Battery Park City-Lower Manhattan,POINT (-74.01186199999999 40.707557),40.707557,-74.011862,R043
R203AR043,WALL ST,419,R203A,45,MN25,Battery Park City-Lower Manhattan,POINT (-74.01186199999999 40.707557),40.707557,-74.011862,R043
R203R043,WALL ST,419,R203,45,MN25,Battery Park City-Lower Manhattan,POINT (-74.01186199999999 40.707557),40.707557,-74.011862,R043
R204AR043,WALL ST,419,R204A,45,MN25,Battery Park City-Lower Manhattan,POINT (-74.01186199999999 40.707557),40.707557,-74.011862,R043
R204R043,WALL ST,419,R204,45,MN25,Battery Park City-Lower Manhattan,POINT (-74.01186199999999 40.707557),40.707557,-74.011862,R043
R205AR014,FULTON ST,229,R205A,2345ACJZ,MN25,Battery Park City-Lower Manhattan,POINT (-74.00657099999999 40.709416),40.709416,-74.006571,R014
R206R014,FULTON ST,229,R206,2345ACJZ,MN25,Battery Park City-Lower Manhattan,POINT (-74.00657099999999 40.709416),40.709416,-74.006571,R014
R208R014,FULTON ST,229,R208,2345ACJZ,MN25,Battery Park City-Lower Manhattan,POINT (-74.00657099999999 40.709416),40.709416,-74.006571,R014
R210AR044,BROOKLYN BRIDGE,640,R210A,456JZ,MN27,Chinatown,POINT (-74.004131 40.713065),40.713065,-74.004131,R044
R210R044,BROOKLYN BRIDGE,640,R210,456JZ,MN27,Chinatown,POINT (-74.004131 40.713065),40.713065,-74.004131,R044
R215R322,SPRING ST,638,R215,6,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-73.997141 40.722301),40.722301,-73.997141,R322
R216R322,SPRING ST,638,R216,6,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-73.997141 40.722301),40.722301,-73.997141,R322
R217AR194,BLEECKER ST,637,R217A,6DF,MN23,West Village,POINT (-73.994659 40.725915),40.725915,-73.994659,R194
R219R160,ASTOR PL,636,R219,6,MN23,West Village,POINT (-73.99106999999999 40.730054),40.730053999999996,-73.99107,R160
R220R160,ASTOR PL,636,R220,6,MN23,West Village,POINT (-73.99106999999999 40.730054),40.730053999999996,-73.99107,R160
R221R170,14 ST-UNION SQ,635,R221,456LNQRW,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.989951 40.734673),40.734673,-73.989951,R170
R226AR131,23 ST,634,R226A,6,MN21,Gramercy,POINT (-73.986599 40.739864),40.739864000000004,-73.986599,R131
R226R131,23 ST,634,R226,6,MN21,Gramercy,POINT (-73.986599 40.739864),40.739864000000004,-73.986599,R131
R227AR131,23 ST,634,R227A,6,MN21,Gramercy,POINT (-73.986599 40.739864),40.739864000000004,-73.986599,R131
R227R131,23 ST,634,R227,6,MN21,Gramercy,POINT (-73.986599 40.739864),40.739864000000004,-73.986599,R131
R228R143,28 ST,633,R228,6,MN21,Gramercy,POINT (-73.984264 40.74307),40.74307,-73.984264,R143
R229R143,28 ST,633,R229,6,MN21,Gramercy,POINT (-73.984264 40.74307),40.74307,-73.984264,R143
R230R143,28 ST,633,R230,6,MN21,Gramercy,POINT (-73.984264 40.74307),40.74307,-73.984264,R143
R231AR176,33 ST,632,R231A,6,MN20,Murray Hill-Kips Bay,POINT (-73.98207600000001 40.746081),40.746081,-73.982076,R176
R231R176,33 ST,632,R231,6,MN20,Murray Hill-Kips Bay,POINT (-73.98207600000001 40.746081),40.746081,-73.982076,R176
R232AR176,33 ST,632,R232A,6,MN20,Murray Hill-Kips Bay,POINT (-73.98207600000001 40.746081),40.746081,-73.982076,R176
R232R176,33 ST,632,R232,6,MN20,Murray Hill-Kips Bay,POINT (-73.98207600000001 40.746081),40.746081,-73.982076,R176
R236R045,GRD CNTRL-42 ST,631,R236,4567S,MN20,Murray Hill-Kips Bay,POINT (-73.976848 40.751776),40.751776,-73.976848,R045
R237BR047,GRD CNTRL-42 ST,631,R237B,4567S,MN20,Murray Hill-Kips Bay,POINT (-73.976848 40.751776),40.751776,-73.976848,R047
R237R046,GRD CNTRL-42 ST,631,R237,4567S,MN20,Murray Hill-Kips Bay,POINT (-73.976848 40.751776),40.751776,-73.976848,R046
R238AR046,GRD CNTRL-42 ST,631,R238A,4567S,MN20,Murray Hill-Kips Bay,POINT (-73.976848 40.751776),40.751776,-73.976848,R046
R238R046,GRD CNTRL-42 ST,631,R238,4567S,MN20,Murray Hill-Kips Bay,POINT (-73.976848 40.751776),40.751776,-73.976848,R046
R240R047,GRD CNTRL-42 ST,631,R240,4567S,MN20,Murray Hill-Kips Bay,POINT (-73.976848 40.751776),40.751776,-73.976848,R047
R241AR048,GRD CNTRL-42 ST,631,R241A,4567S,MN20,Murray Hill-Kips Bay,POINT (-73.976848 40.751776),40.751776,-73.976848,R048
R242AR049,51 ST,630,R242A,6,MN19,Turtle Bay-East Midtown,POINT (-73.97192 40.757107),40.757107,-73.97192,R049
R242R049,51 ST,630,R242,6,MN19,Turtle Bay-East Midtown,POINT (-73.97192 40.757107),40.757107,-73.97192,R049
R243R049,51 ST,630,R243,6,MN19,Turtle Bay-East Midtown,POINT (-73.97192 40.757107),40.757107,-73.97192,R049
R244AR050,59 ST,629,R244A,456NQRW,MN40,Upper East Side-Carnegie Hill,POINT (-73.967967 40.762526),40.762526,-73.967967,R050
R244R050,59 ST,629,R244,456NQRW,MN40,Upper East Side-Carnegie Hill,POINT (-73.967967 40.762526),40.762526,-73.967967,R050
R245AR051,59 ST,629,R245A,456NQRW,MN40,Upper East Side-Carnegie Hill,POINT (-73.967967 40.762526),40.762526,-73.967967,R051
R245R051,59 ST,629,R245,456NQRW,MN40,Upper East Side-Carnegie Hill,POINT (-73.967967 40.762526),40.762526,-73.967967,R051
R246R177,68ST-HUNTER CO,628,R246,6,MN40,Upper East Side-Carnegie Hill,POINT (-73.96387 40.768141),40.768141,-73.96387,R177
R246R177,68ST-HUNTER CO,628,R246,6,MN40,Upper East Side-Carnegie Hill,POINT (-73.96387 40.768141),40.768141,-73.96387,R177
R247R178,77 ST,627,R247,6,MN40,Upper East Side-Carnegie Hill,POINT (-73.959874 40.77362),40.77362,-73.959874,R178
R248R178,77 ST,627,R248,6,MN40,Upper East Side-Carnegie Hill,POINT (-73.959874 40.77362),40.77362,-73.959874,R178
R249R179,86 ST,626,R249,456,MN40,Upper East Side-Carnegie Hill,POINT (-73.955589 40.779492),40.779492,-73.955589,R179
R250R179,86 ST,626,R250,456,MN40,Upper East Side-Carnegie Hill,POINT (-73.955589 40.779492),40.779492,-73.955589,R179
R251R144,96 ST,625,R251,6,MN40,Upper East Side-Carnegie Hill,POINT (-73.95107 40.785672),40.785672,-73.95107,R144
R252R180,103 ST,624,R252,6,MN33,East Harlem South,POINT (-73.947478 40.7906),40.7906,-73.947478,R180
R253R181,110 ST,623,R253,6,MN33,East Harlem South,POINT (-73.94425 40.79502),40.79502,-73.94425,R181
R254R181,110 ST,623,R254,6,MN33,East Harlem South,POINT (-73.94425 40.79502),40.79502,-73.94425,R181
R256R182,116 ST,622,R256,6,MN34,East Harlem North,POINT (-73.94161700000001 40.798629),40.798629,-73.94161700000001,R182
R257R182,116 ST,622,R257,6,MN34,East Harlem North,POINT (-73.94161700000001 40.798629),40.798629,-73.94161700000001,R182
R258R132,125 ST,621,R258,456,MN34,East Harlem North,POINT (-73.93759399999999 40.804138),40.804138,-73.93759399999999,R132
R258R132,125 ST,621,R258,456,MN34,East Harlem North,POINT (-73.93759399999999 40.804138),40.804138,-73.93759399999999,R132
R259R307,138/GRAND CONC,416,R259,45,BX39,Mott Haven-Port Morris,POINT (-73.929849 40.813224),40.813224,-73.929849,R307
R260R205,149/GRAND CONC,222,R260,245,BX39,Mott Haven-Port Morris,POINT (-73.92671800000001 40.81841),40.81841,-73.92671800000001,R205
R261R205,149/GRAND CONC,222,R261,245,BX39,Mott Haven-Port Morris,POINT (-73.92671800000001 40.81841),40.81841,-73.92671800000001,R205
R262AR195,161/YANKEE STAD,414,R262A,4BD,BX63,West Concourse,POINT (-73.925831 40.827994),40.827994,-73.925831,R195
R262BR195,161/YANKEE STAD,414,R262B,4BD,BX63,West Concourse,POINT (-73.925831 40.827994),40.827994,-73.925831,R195
R262R195,161/YANKEE STAD,414,R262,4BD,BX63,West Concourse,POINT (-73.925831 40.827994),40.827994,-73.925831,R195
R283R221,167 ST,413,R283,4,BX63,West Concourse,POINT (-73.92140000000001 40.835537),40.835537,-73.9214,R221
R284R243,170 ST,412,R284,4,BX63,West Concourse,POINT (-73.91779100000001 40.840075),40.840075,-73.91779100000001,R243
R285R308,MT EDEN AV,411,R285,4,BX41,Mount Hope,POINT (-73.91468499999999 40.844434),40.844434,-73.91468499999999,R308
R286R309,176 ST,410,R286,4,BX41,Mount Hope,POINT (-73.911794 40.84848),40.84848,-73.911794,R309
R287R244,BURNSIDE AV,409,R287,4,BX36,University Heights-Morris Heights,POINT (-73.907684 40.853453),40.853453,-73.907684,R244
R288R275,183 ST,408,R288,4,BX40,Fordham South,POINT (-73.903879 40.858407),40.858407,-73.903879,R275
R289R119,FORDHAM RD,407,R289,4,BX05,Bedford Park-Fordham North,POINT (-73.901034 40.862803),40.862803,-73.901034,R119
