WEEK,STATION,REMOTE,TOTAL
2020-05-23,CANAL ST-LAFAYETTE ST EAST    ,R463,6896.0
2020-05-23,AQUEDUCT RACE TRACK           ,R464,59.0
2020-05-23,RI TRAMWAY (MANHATTAN)        ,R468,4973.0
2020-05-23,RI TRAMWAY (ROOSEVELT)        ,R469,5791.0
2020-05-23,AIRTRAIN @ HOWARD BEACH       ,R535,2562.0
2020-05-23,AIRTRAIN JAMAICA CENTER 1     ,R536,7075.0
2020-05-23,PA-PATH WORLD TRADE CNTR      ,R540,16614.0
2020-05-23,PA-PATH THIRTY THIRD ST       ,R541,7707.0
2020-05-23,PA-PATH TWENTY THIRD ST       ,R542,1499.0
2020-05-23,PA-PATH EXCHANGE PLACE        ,R543,3194.0
2020-05-23,PA-PATH HARRISON              ,R544,1871.0
2020-05-23,PA-PATH 14TH STREET           ,R545,2339.0
2020-05-23,PA-PATH PAVONIA/NEWPORT       ,R546,1925.0
2020-05-23,PA-PATH 9TH STREET            ,R547,980.0
2020-05-23,PA-PATH CHRISTOPHER ST        ,R548,1007.0
2020-05-23,PA-PATH NEWARK                ,R549,11639.0
2020-05-23,PA-PATH HOBOKEN               ,R550,3421.0
2020-05-23,PA-PATH GROVE ST              ,R551,3991.0
2020-05-23,PA-PATH JOURNAL SQUARE        ,R552,10022.0
2020-05-23,SBS-M15 @ LIVINGSTON PLAZA    ,R555,4.0
2020-05-23,SBS-BX12 @ LIVINGSTON PLAZA   ,R556,31.0
2020-05-23,SBS-M34 @ LIVINGSTON PLAZA    ,R557,1.0
2020-05-23,SBS-BX41 @ LIVINGSTON PLAZA   ,R558,4.0
2020-05-23,SBS-B44 @ LIVINGSTON PLAZA    ,R559,5.0
2020-05-23,SBS-M60 @ LIVINGSTON PLAZA    ,R560,22.0
2020-05-23,SBS-M86 @ LIVINGSTON PLAZA    ,R561,15.0
2020-05-23,SBS-B46 @ LIVINGSTON PLAZA    ,R563,15.0
2020-05-23,SBS-Q44 @ LIVINGSTON PLAZA    ,R564,16.0
2020-05-23,SBS-M23 @ LIVINGSTON PLAZA    ,R567,1.0
2020-05-23,SBS-M79 @ LIVINGSTON PLAZA    ,R568,1.0
2020-05-23,SBS-BX6 @ LIVINGSTON PLAZA    ,R569,4.0
2020-05-23,72ND STREET - 2 AVENUE        ,R570,18249.0
2020-05-23,86TH STREET - 2 AVENUE        ,R571,11102.0
2020-05-23,96TH STREET - 2 AVENUE        ,R572,13526.0
2020-05-23,SBS-Q52/53 @ LIVINGSTON PLAZA ,R573,36.0
2020-05-23,SBS-M14 @ LIVINGSTON PLAZA    ,R575,15.0
2020-05-16,WHITEHALL STREET              ,R001,11320.0
2020-05-16,CYPRESS HILLS                 ,R003,1998.0
2020-05-16,75TH STREET & ELDERTS LANE    ,R004,4311.0
2020-05-16,85TH STREET & FOREST PKWAY    ,R005,4160.0
2020-05-16,WOODHAVEN BOULEVARD           ,R006,4919.0
2020-05-16,104TH STREET                  ,R007,3174.0
2020-05-16,111TH STREET                  ,R008,2303.0
2020-05-16,121ST STREET                  ,R009,2365.0
2020-05-16,42ND STREET & 8TH AVENUE      ,R010,14671.0
2020-05-16,42ND STREET & 8TH AVENUE      ,R011,31949.0
2020-05-16,34TH STREET & 8TH AVENUE      ,R012,20384.0
2020-05-16,34TH STREET & 8TH AVENUE      ,R013,6571.0
2020-05-16,FULTON STREET                 ,R014,23873.0
2020-05-16,FIFTH AVENUE                  ,R015,3699.0
2020-05-16,LEXINGTON AVENUE              ,R016,2059.0
2020-05-16,LEXINGTON AVENUE              ,R017,11933.0
2020-05-16,ROOSEVELT AVE/JACKSON HTS     ,R018,47032.0
2020-05-16,179TH STREET & HILLSIDE AVE   ,R019,18049.0
2020-05-16,47-50 STREETS/ROCKEFELLER     ,R020,14824.0
2020-05-16,42ND STREET & 6TH AVENUE      ,R021,13183.0
2020-05-16,34TH STREET & 6TH AVENUE      ,R022,23255.0
2020-05-16,34TH STREET & 6TH AVENUE      ,R023,18790.0
2020-05-16,SUTPHIN BOULEVARD             ,R024,22040.0
2020-05-16,JAMAICA CENTER-PARSONS BLVD   ,R025,36446.0
2020-05-16,WALL STREET                   ,R027,5196.0
2020-05-16,FULTON & WILLIAM STREETS      ,R028,10834.0
2020-05-16,PARK PLACE                    ,R029,13552.0
2020-05-16,CHAMBERS STREET               ,R030,5891.0
2020-05-16,34TH STREET & 7TH AVENUE      ,R031,9773.0
2020-05-16,42ND STREET/TIMES SQUARE      ,R032,13934.0
2020-05-16,42ND STREET/TIMES SQUARE      ,R033,19531.0
2020-05-16,125TH STREET & BROADWAY       ,R034,6197.0
2020-05-16,168TH STREET & BROADWAY       ,R035,22913.0
2020-05-16,DYCKMAN STREET                ,R036,9466.0
2020-05-16,207TH STREET                  ,R037,8005.0
2020-05-16,215TH STREET                  ,R038,1479.0
2020-05-16,225TH STREET                  ,R039,6004.0
2020-05-16,231ST STREET                  ,R040,9230.0
2020-05-16,BOWLING GREEN & BATTERY PL    ,R041,8025.0
2020-05-16,BOWLING GREEN & BROADWAY      ,R042,2070.0
2020-05-16,WALL STREET                   ,R043,4788.0
2020-05-16,BROOKLYN BRIDGE               ,R044,11700.0
2020-05-16,42ND STREET & GRAND CENTRAL   ,R045,1.0
2020-05-16,42ND STREET & GRAND CENTRAL   ,R046,21941.0
2020-05-16,42ND STREET & GRAND CENTRAL   ,R047,13766.0
2020-05-16,42ND STREET & 3RD AVENUE      ,R048,4773.0
2020-05-16,51ST STREET & LEXINGTON AVE   ,R049,5584.0
2020-05-16,59TH STREET & LEXINGTON AVE   ,R050,6479.0
2020-05-16,59TH STREET & LEXINGTON AVE   ,R051,16972.0
2020-05-16,WOODLAWN ROAD                 ,R052,7081.0
2020-05-16,149TH STREET & 3RD AVENUE     ,R053,24492.0
2020-05-16,FIFTH AVENUE & 42ND STREET    ,R054,3951.0
2020-05-16,MAIN STREET                   ,R055,38228.0
2020-05-16,NEVINS STREET                 ,R056,8088.0
2020-05-16,BARCLAYS CENTER               ,R057,27921.0
2020-05-16,BERGEN STREET                 ,R058,1453.0
2020-05-16,GRAND ARMY PLAZA              ,R059,3155.0
2020-05-16,EASTERN PARKWAY               ,R060,1303.0
2020-05-16,NOSTRAND AVENUE               ,R061,3216.0
2020-05-16,UTICA AVENUE                  ,R062,32114.0
2020-05-16,SUTTER AVENUE                 ,R063,8805.0
2020-05-16,SARATOGA AVENUE               ,R064,7654.0
2020-05-16,ROCKAWAY AVENUE               ,R065,7115.0
2020-05-16,JUNIUS STREET                 ,R066,2955.0
2020-05-16,PENNSYLVANIA AVENUE           ,R067,6309.0
2020-05-16,VAN SICLEN AVENUE             ,R068,4081.0
2020-05-16,NEW LOTS AVENUE               ,R069,7898.0
2020-05-16,ST GEORGE TERMINAL            ,R070,3668.0
2020-05-16,34TH STREET - HUDSON YARDS    ,R072,6980.0
2020-05-16,FIFTH AVENUE & 60TH STREET    ,R079,4854.0
2020-05-16,57TH STREET & 7TH AVENUE      ,R080,14138.0
2020-05-16,49TH STREET & 7TH AVENUE      ,R081,5390.0
2020-05-16,28TH STREET & BROADWAY        ,R082,3359.0
2020-05-16,23RD STREET & 5TH AVENUE      ,R083,6282.0
2020-05-16,59TH STREET/COLUMBUS CIRCLE   ,R084,32746.0
2020-05-16,8TH STREET & BROADWAY         ,R085,4050.0
2020-05-16,PRINCE STREET & BROADWAY      ,R086,1820.0
2020-05-16,CITY HALL                     ,R087,1626.0
2020-05-16,CORTLANDT STREET              ,R088,4425.0
2020-05-16,JAY ST-METROTECH              ,R089,1144.0
2020-05-16,39TH AVENUE & 31ST STREET     ,R090,1395.0
2020-05-16,36TH AVENUE & 31ST STREET     ,R091,4061.0
2020-05-16,BROADWAY & 31ST STREET        ,R092,6087.0
2020-05-16,30TH AVENUE & 31ST STREET     ,R093,8409.0
2020-05-16,ASTORIA BLVD & 31ST STREET    ,R094,4764.0
2020-05-16,DITMARS BLVD & 31ST STREET    ,R095,8795.0
2020-05-16,82ND STREET-JACKSON HEIGHTS   ,R096,13585.0
2020-05-16,JUNCTION BLVD-ROOSEVELT AVE   ,R097,27057.0
2020-05-16,CHURCH AVENUE                 ,R098,16728.0
2020-05-16,DEKALB AVENUE                 ,R099,12452.0
2020-05-16,METROPOLITAN AVENUE           ,R100,3479.0
2020-05-16,145TH STREET                  ,R101,19423.0
2020-05-16,125TH STREET                  ,R102,24357.0
2020-05-16,BROADWAY-EAST NEW YORK        ,R103,11504.0
2020-05-16,167TH ST-GRAND CONCOURSE      ,R104,12571.0
2020-05-16,14TH STREET & 7TH AVENUE      ,R105,10626.0
2020-05-16,CASTLE HILL AVENUE            ,R106,7459.0
2020-05-16,WESTCHESTER SQUARE            ,R107,6063.0
2020-05-16,BOROUGH HALL - COURT STREET   ,R108,14164.0
2020-05-16,CHURCH AVENUE & NOSTRAND AV   ,R109,10316.0
2020-05-16,FLATBUSH AVE & NOSTRAND AV    ,R110,15833.0
2020-05-16,23RD STREET & 8TH AVENUE      ,R111,8888.0
2020-05-16,FORDHAM RD/GRAND CONCOURSE    ,R112,13519.0
2020-05-16,SEVENTH AVENUE & WEST 53RD    ,R113,4797.0
2020-05-16,PARSONS BLVD & HILLSIDE AV    ,R114,7101.0
2020-05-16,169TH STREET & HILLSIDE AVE   ,R115,6049.0
2020-05-16,50TH STREET & 7TH AVENUE      ,R116,6166.0
2020-05-16,242ND STREET & BROADWAY       ,R117,6458.0
2020-05-16,CANAL STREET                  ,R118,4628.0
2020-05-16,FORDHAM ROAD & JEROME AVE     ,R119,13471.0
2020-05-16,MORRISON AVE & WESTCHESTER    ,R120,9117.0
2020-05-16,QUEENSBORO PLAZA              ,R121,9136.0
2020-05-16,90TH STREET/ELMHURST AVENUE   ,R122,19051.0
2020-05-16,FRANKLIN AVE/EASTERN PKWY     ,R123,9710.0
2020-05-16,KINGSTON AVE/EASTERN PKWY     ,R124,3762.0
2020-05-16,BROAD STREET & WALL STREET    ,R125,2758.0
2020-05-16,175TH STREET/FT WASHINGTON    ,R126,6450.0
2020-05-16,JAY ST-METROTECH              ,R127,17196.0
2020-05-16,SUTPHIN BLVD-HILLSIDE AVE     ,R128,4019.0
2020-05-16,BERGEN STREET-SMITH STREET    ,R129,4653.0
2020-05-16,KINGS HIGHWAY-MCDONALD AVE    ,R130,4108.0
2020-05-16,23RD STREET-PARK AVE SOUTH    ,R131,9598.0
2020-05-16,125TH STREET-LEXINGTON AVE    ,R132,26984.0
2020-05-16,MOSHOLU PARKWAY-JEROME AVE    ,R133,12077.0
2020-05-16,HUNTERS PT AVE-49TH AVE       ,R134,3524.0
2020-05-16,NEWKIRK AVE-NOSTRAND AVE      ,R135,8542.0
2020-05-16,SHEEPSHEAD BAY ROAD           ,R136,10995.0
2020-05-16,MYRTLE AVE-GATES AVENUE       ,R137,19220.0
2020-05-16,WEST 4TH ST-WASHINGTON SQ     ,R138,14636.0
2020-05-16,CANAL STREET-LISPENARD ST     ,R139,5688.0
2020-05-16,QUEENS PLAZA-JACKSON AVE      ,R140,6630.0
2020-05-16,71ST AVE-CONTINENTAL AVE      ,R141,15570.0
2020-05-16,ESSEX ST-DELANCEY ST          ,R142,18558.0
2020-05-16,28TH STREET-PARK AVE SOUTH    ,R143,10709.0
2020-05-16,96TH STREET-LEXINGTON AVE     ,R144,13533.0
2020-05-16,241ST ST-WHITE PLAINS RD      ,R145,7012.0
2020-05-16,HUNTS PT AVE-SOUTHERN BLVD    ,R146,13746.0
2020-05-16,61ST STREET-ROOSEVELT AVE     ,R147,13692.0
2020-05-16,PARKSIDE AVE-OCEAN AVE        ,R148,6419.0
2020-05-16,NEWKIRK PLAZA                 ,R149,8800.0
2020-05-16,AVENUE U-EAST 16TH STREET     ,R150,5947.0
2020-05-16,STILLWELL AVE-CONEY ISLAND    ,R151,18119.0
2020-05-16,ROCKAWAY PKWY-GLENWOOD RD     ,R152,7185.0
2020-05-16,UTICA AVE-STUYVESANT AVE      ,R153,14170.0
2020-05-16,TREMONT AVE-179TH ST          ,R154,11975.0
2020-05-16,KINGSBRIDGE RD-196TH ST       ,R155,10219.0
2020-05-16,BEDFORD PARK BLVD-203RD ST    ,R156,7308.0
2020-05-16,205TH ST-BAINBRIDGE AVE       ,R157,10877.0
2020-05-16,UNION TURNPIKE-KEW GARDENS    ,R158,16976.0
2020-05-16,116TH STREET-COLUMBIA         ,R159,3961.0
2020-05-16,ASTOR PLACE-4 AVENUE          ,R160,5314.0
2020-05-16,KINGSBRIDGE RD-JEROME AVE     ,R161,12321.0
2020-05-16,ELDER AVE-WESTCHESTER AVE     ,R162,9087.0
2020-05-16,14TH STREET-6TH AVENUE        ,R163,6870.0
2020-05-16,66TH STREET-BROADWAY          ,R164,5095.0
2020-05-16,TOMPKINSVILLE                 ,R165,880.0
2020-05-16,79TH STREET-BROADWAY          ,R166,5777.0
2020-05-16,86TH STREET-BROADWAY          ,R167,9246.0
2020-05-16,96TH STREET-BROADWAY          ,R168,23099.0
2020-05-16,137TH STREET-BROADWAY         ,R169,9515.0
2020-05-16,14TH STREET-UNION SQUARE      ,R170,46649.0
2020-05-16,7TH AVENUE-PARK PLACE         ,R171,3286.0
2020-05-16,BRIGHTON BEACH-CONEY ISLAND   ,R172,12042.0
2020-05-16,207TH STREET-BROADWAY         ,R173,5479.0
2020-05-16,181ST STREET-FT WASH AVE      ,R174,4570.0
2020-05-16,8TH AVENUE-14TH STREET        ,R175,14037.0
2020-05-16,33RD STREET-PARK AVENUE       ,R176,13881.0
2020-05-16,68TH STREET-HUNTER COLLEGE    ,R177,11565.0
2020-05-16,77TH STREET-LEXINGTON AVE     ,R178,15550.0
2020-05-16,86TH STREET-LEXINGTON AVE     ,R179,24846.0
2020-05-16,103RD STREET-LEXINGTON AVE    ,R180,13912.0
2020-05-16,110TH STREET-LEXINGTON AVE    ,R181,10207.0
2020-05-16,116TH STREET-LEXINGTON AVE    ,R182,14376.0
2020-05-16,BEDFORD PARK BLVD-JEROME AV   ,R183,5616.0
2020-05-16,CORTELYOU RD-EAST 16TH ST     ,R184,5232.0
2020-05-16,DYCKMAN STREET-BROADWAY       ,R185,4023.0
2020-05-16,86TH ST-CENTRAL PARK WEST     ,R186,3760.0
2020-05-16,81ST STREET-MUSEUM            ,R187,3249.0
2020-05-16,50TH STREET-8TH AVENUE        ,R188,7598.0
2020-05-16,CHRISTOPHER ST-SHERIDAN SQ    ,R189,2757.0
2020-05-16,23RD STREET-7TH AVENUE        ,R190,6374.0
2020-05-16,103RD STREET-BROADWAY         ,R191,7497.0
2020-05-16,110TH STREET-BROADWAY         ,R192,7415.0
2020-05-16,157TH STREET-BROADWAY         ,R193,10084.0
2020-05-16,BLEECKER ST-LAFAYETTE ST      ,R194,6088.0
2020-05-16,161ST STREET-YANKEE STADIUM   ,R195,21492.0
2020-05-16,PROSPECT PARK-EMPIRE BLVD     ,R196,7897.0
2020-05-16,36TH STREET-4TH AVENUE        ,R197,13180.0
2020-05-16,NOSTRAND AVE-FULTON ST        ,R198,13219.0
2020-05-16,KINGSTON AVE-THROOP AVE       ,R199,4294.0
2020-05-16,EUCLID AVE-PITKIN AVE         ,R200,13518.0
2020-05-16,WOODHAVEN BLVD-QUEENS BLVD    ,R201,13984.0
2020-05-16,63RD DRIVE-REGO PARK          ,R202,10391.0
2020-05-16,23RD STREET-6TH AVENUE        ,R203,6137.0
2020-05-16,CHURCH AVE-MCDONALD AVE       ,R204,9362.0
2020-05-16,149TH ST-GRAND CONCOURSE      ,R205,15645.0
2020-05-16,125TH STREET-LENOX AVENUE     ,R206,10658.0
2020-05-16,135TH STREET-LENOX AVENUE     ,R207,14109.0
2020-05-16,103RD ST-ROOSEVELT AVE        ,R208,25654.0
2020-05-16,STERLING ST-NOSTRAND AVE      ,R209,4909.0
2020-05-16,BEVERLY RD-NOSTRAND AVE       ,R210,4765.0
2020-05-16,KINGS HIGHWAY-EAST 16TH ST    ,R211,15796.0
2020-05-16,59TH STREET-4TH AVENUE        ,R212,11680.0
2020-05-16,BAY RIDGE AVE-4TH AVENUE      ,R213,6155.0
2020-05-16,77TH STREET-4TH AVENUE        ,R214,3779.0
2020-05-16,86TH STREET-4TH AVENUE        ,R215,8456.0
2020-05-16,BAY RIDGE - 95TH STREET       ,R216,4938.0
2020-05-16,HOYT ST-SCHERMERHORN ST       ,R217,6650.0
2020-05-16,ELMHURST AVE-BROADWAY         ,R218,10504.0
2020-05-16,67TH AVENUE-QUEENS BLVD       ,R219,4892.0
2020-05-16,CARROLL ST-PRESIDENT ST       ,R220,4703.0
2020-05-16,167TH STREET-RIVER AVENUE     ,R221,12281.0
2020-05-16,177TH STREET-PARKCHESTER      ,R222,16530.0
2020-05-16,46TH ST-BLISS ST              ,R223,10241.0
2020-05-16,CLARK STREET-HENRY STREET     ,R224,1792.0
2020-05-16,HOYT STREET-HOYT STREET       ,R225,2709.0
2020-05-16,GUN HILL ROAD-SEYMOUR         ,R226,4841.0
2020-05-16,RECTOR STREET-CHURCH STREET   ,R227,1506.0
2020-05-16,AVENUE J-EAST 16TH STREET     ,R228,5115.0
2020-05-16,AVENUE M-EAST 16TH STREET     ,R229,4849.0
2020-05-16,NECK ROAD-EAST 16TH STREET    ,R230,3423.0
2020-05-16,UNION STREET-4TH AVENUE       ,R231,3179.0
2020-05-16,45TH STREET-4TH AVENUE        ,R232,7819.0
2020-05-16,53RD STREET-4TH AVENUE        ,R233,10430.0
2020-05-16,50TH STREET-NEW UTRECHT AVE   ,R234,4756.0
2020-05-16,BEDFORD AVE-NORTH 7TH ST      ,R235,9441.0
2020-05-16,DEKALB AVE-WYCKOFF AVE        ,R236,9915.0
2020-05-16,182ND STREET-183RD STREET     ,R237,6828.0
2020-05-16,STEINWAY ST-BROADWAY          ,R238,9586.0
2020-05-16,GREENPOINT AVE                ,R239,7141.0
2020-05-16,GRAND ST-CHRISTIE ST          ,R240,11501.0
2020-05-16,15TH ST-PROSPECT PARK WEST    ,R241,2660.0
2020-05-16,18TH AVE-MCDONALD AVE         ,R242,4669.0
2020-05-16,170TH STREET-JEROME AVENUE    ,R243,10747.0
2020-05-16,BURNSIDE AVE-JEROME AVE       ,R244,13312.0
2020-05-16,ST LAWRENCE AVE-WEST AVE      ,R245,5550.0
2020-05-16,PROSPECT AVENUE-4TH AVENUE    ,R246,3480.0
2020-05-16,55TH ST-NEW UTRECHT AVE       ,R247,3292.0
2020-05-16,1ST AVENUE-14TH STREET        ,R248,10764.0
2020-05-16,GRAHAM AVE-METROPOLITAN AVE   ,R249,4777.0
2020-05-16,GRAND ST-BUSHWICK AVE         ,R250,5235.0
2020-05-16,96TH ST-CENTRAL PARK WEST     ,R251,5294.0
2020-05-16,HIGH ST-CADMAN PLAZA WEST     ,R252,3498.0
2020-05-16,174TH-175TH ST-GRAND CONCOU   ,R253,7177.0
2020-05-16,GRAND AVE-QUEENS BOULEVARD    ,R254,12564.0
2020-05-16,VAN WYCK BLVD-MAIN STREET     ,R255,3465.0
2020-05-16,NASSAU AVE-MANHATTAN AVE      ,R256,4603.0
2020-05-16,EAST BROADWAY-MADISON ST      ,R257,9392.0
2020-05-16,4TH AVENUE-9TH STREET         ,R258,7957.0
2020-05-16,ROOSEVELT ISLAND              ,R259,4984.0
2020-05-16,181ST STREET-ST NICHOLAS AV   ,R260,15183.0
2020-05-16,40TH STREET-LOWERY STREET     ,R261,6121.0
2020-05-16,BEVERLEY ROAD -EAST 15TH ST   ,R262,3111.0
2020-05-16,AVENUE H-EAST 16TH STREET     ,R263,2411.0
2020-05-16,OCEAN PKWAY-BRIGHTON BCH AV   ,R264,3535.0
2020-05-16,MONTROSE AVENUE               ,R265,4767.0
2020-05-16,HALSEY STREET-WYCKOFF AVE     ,R266,6442.0
2020-05-16,46TH STREET-BROADWAY          ,R267,5822.0
2020-05-16,METROPOLITAN AVE-LORIMER ST   ,R268,6945.0
2020-05-16,BEDFORD AVENUE-NOSTRAND AVE   ,R269,5075.0
2020-05-16,SMITH STREET-9TH STREET       ,R270,4655.0
2020-05-16,AVENUE X-MCDONALD AVENUE      ,R271,2802.0
2020-05-16,28TH STREET-7TH AVENUE        ,R272,4691.0
2020-05-16,145TH STREET-BROADWAY         ,R273,8519.0
2020-05-16,191ST STREET-ST NICHOLAS AV   ,R274,1722.0
2020-05-16,183RD STREET-JEROME AVENUE    ,R275,9268.0
2020-05-16,JACKSON AVENUE-VERNON BLVD    ,R276,8578.0
2020-05-16,PRESIDENT ST-NOSTRAND AVE     ,R277,2273.0
2020-05-16,25TH STREET-4TH AVENUE        ,R278,2747.0
2020-05-16,JEFFERSON STREET-WYCKOFF AV   ,R279,4657.0
2020-05-16,190TH STREET-OVERLOOK TERR    ,R280,2209.0
2020-05-16,72ND STREET-CENTRAL PK WEST   ,R281,2385.0
2020-05-16,SPRING STREET-6TH AVENUE      ,R282,3428.0
2020-05-16,LAFAYETTE AVENUE-FULTON ST    ,R283,2904.0
2020-05-16,CLINTON AVENUE-FULTON ST      ,R284,2518.0
2020-05-16,MOTT AVENUE-BEACH 22ND ST     ,R285,7020.0
2020-05-16,MYRTLE AVENUE-MARCY AVENUE    ,R286,5017.0
2020-05-16,CLASSON AVENUE-LAFAYETTE AV   ,R287,3179.0
2020-05-16,7TH AVENUE-9TH STREET         ,R288,5654.0
2020-05-16,FT HAMILTON PKY-GREENWOOD     ,R289,2449.0
2020-05-16,HOUSTON STREET-VARICK ST      ,R290,4444.0
2020-05-16,33RD STREET-QUEENS BLVD       ,R291,4017.0
2020-05-16,BAYCHESTER AVE-TILLOTSON      ,R292,4100.0
2020-05-16,34TH STREET - PENN STATION    ,R293,18421.0
2020-05-16,MORGAN AVENUE-HARRISON PL     ,R294,4124.0
2020-05-16,WILSON AVENUE-MOFFAT STREET   ,R295,3657.0
2020-05-16,163RD ST & AMSTERDAM AVE      ,R296,3734.0
2020-05-16,FRANKLIN AVENUE-FULTON ST     ,R297,4306.0
2020-05-16,NORTHERN BLVD-BROADWAY        ,R298,5445.0
2020-05-16,BROADWAY - UNION AVENUE       ,R299,4725.0
2020-05-16,2ND AVENUE-HOUSTON STREET     ,R300,7559.0
2020-05-16,YORK STREET-JAY STREET        ,R301,4988.0
2020-05-16,57TH STREET-6TH AVENUE        ,R302,4898.0
2020-05-16,21ST STREET-QUEENSBRIDGE      ,R303,10265.0
2020-05-16,RECTOR STREET-GREENWICH ST    ,R304,1457.0
2020-05-16,WTC-CORTLANDT ST              ,R305,2770.0
2020-05-16,238TH STREET-BROADWAY         ,R306,4061.0
2020-05-16,138TH ST-GRAND CONCOURSE      ,R307,2737.0
2020-05-16,MT EDEN AVENUE-JEROME AVE     ,R308,7920.0
2020-05-16,176TH STREET-JEROME AVENUE    ,R309,7984.0
2020-05-16,111TH STREET-ROOSEVELT AVE    ,R310,15148.0
2020-05-16,BOWERY STREET-DELANCEY ST     ,R311,1727.0
2020-05-16,WEST 6TH STREET-SURF AVENUE   ,R312,1907.0
2020-05-16,BUSHWICK AVENUE-ABERDEEN ST   ,R313,1986.0
2020-05-16,103RD ST-CENTRAL PARK WEST    ,R314,3141.0
2020-05-16,155TH STREET-8TH AVENUE       ,R315,5019.0
2020-05-16,FLUSHING AVENUE-MARCY AVE     ,R316,3660.0
2020-05-16,LAFAYETTE AV-WASHINGTON AV    ,R317,2029.0
2020-05-16,FULTON STREET-LAFAYETTE AV    ,R318,3520.0
2020-05-16,63RD STREET-LEXINGTON AVE     ,R319,10475.0
2020-05-16,CANAL STREET-VARICK STREET    ,R320,1283.0
2020-05-16,18TH STREET-7TH AVENUE        ,R321,1804.0
2020-05-16,SPRING STREET-LAFAYETTE ST    ,R322,2729.0
2020-05-16,111TH STREET-LENOX AVENUE     ,R323,7309.0
2020-05-16,116TH STREET-LENOX AVENUE     ,R324,9334.0
2020-05-16,WHITLOCK AVE-WESTCHESTER AV   ,R325,2747.0
2020-05-16,ZEREGA AVE-WESTCHESTER AVE    ,R326,2550.0
2020-05-16,52ND STREET-ROOSEVELT AVE     ,R327,4758.0
2020-05-16,WILLETS PT BLVD-ROOSEVELT     ,R328,2191.0
2020-05-16,MORRIS PARK-PAULDING AVENUE   ,R329,2044.0
2020-05-16,3RD AVENUE-14TH STREET        ,R330,4008.0
2020-05-16,155TH STREET-ST NICHOLAS AV   ,R331,1976.0
2020-05-16,135TH STREET-ST NICHOLAS AV   ,R332,2913.0
2020-05-16,116TH STREET-8TH AVENUE       ,R333,4299.0
2020-05-16,110TH STREET-8TH AVENUE       ,R334,4271.0
2020-05-16,GASTON AVENUE-BEACH 67TH ST   ,R335,3254.0
2020-05-16,STRAITON AVE-BEACH 60TH ST    ,R336,3103.0
2020-05-16,FRANK AVENUE-BEACH 44TH ST    ,R337,1048.0
2020-05-16,EDGEMERE-BEACH 36TH STREET    ,R338,1416.0
2020-05-16,36TH STREET-NORTHERN BLVD     ,R339,2416.0
2020-05-16,65TH STREET-BROADWAY          ,R340,2685.0
2020-05-16,75TH AVENUE-QUEENS BLVD       ,R341,1679.0
2020-05-16,VAN WYCK BLVD-METROPOLITAN    ,R342,4925.0
2020-05-16,FRANKLIN STREET-WEST BWAY     ,R343,1001.0
2020-05-16,145TH STREET-LENOX AVENUE     ,R344,3104.0
2020-05-16,148TH STREET-LENOX AVENUE     ,R345,3063.0
2020-05-16,COURT SQ                      ,R346,4012.0
2020-05-16,69TH STREET-ROOSEVELT AVE     ,R347,4445.0
2020-05-16,ATLANTIC AV-VAN SINDEREN AV   ,R348,2298.0
2020-05-16,SUTTER AVE-VAN SINDEREN AVE   ,R349,4743.0
2020-05-16,LIVONIA AVE-VAN SINDEREN AV   ,R350,4294.0
2020-05-16,HEWES STREET-BROADWAY         ,R352,2900.0
2020-05-16,LORIMER STREET-BROADWAY       ,R353,4444.0
2020-05-16,104TH STREET-LIBERTY AVENUE   ,R354,1739.0
2020-05-16,109TH STREET-LIBERTY AVENUE   ,R355,2411.0
2020-05-16,LEFFERTS BLVD-LIBERTY AVE     ,R356,8570.0
2020-05-16,NORTH CONDUIT AVE-COHANCEY    ,R357,684.0
2020-05-16,BEACH 25TH STREET-WAVECREST   ,R358,2553.0
2020-05-16,COURT SQ-23 ST                ,R359,7410.0
2020-05-16,21ST STREET-JACKSON AVENUE    ,R360,1313.0
2020-05-16,PELHAM PKWY-WHITE PLAINS RD   ,R361,9824.0
2020-05-16,ALLERTON AV-WHITE PLAINS RD   ,R362,6726.0
2020-05-16,BURKE AVE-WHITE PLAINS ROAD   ,R363,4068.0
2020-05-16,GUNHILL RD-WHITE PLAINS RD    ,R364,8480.0
2020-05-16,219TH ST-WHITE PLAINS ROAD    ,R365,4200.0
2020-05-16,225TH ST-WHITE PLAINS ROAD    ,R366,4794.0
2020-05-16,233RD ST-WHITE PLAINS ROAD    ,R367,6372.0
2020-05-16,9TH AVENUE-39TH STREET        ,R368,5896.0
2020-05-16,FORT HAMILTON PKWY-45TH ST    ,R369,5123.0
2020-05-16,71ST STREET-NEW UTRECHT AVE   ,R370,5034.0
2020-05-16,79TH STREET-17TH AVENUE       ,R371,5124.0
2020-05-16,18TH AVENUE-86TH STREET       ,R372,5497.0
2020-05-16,20TH AVENUE-86TH STREET       ,R373,4577.0
2020-05-16,BAY PARKWAY-86TH STREET       ,R374,7393.0
2020-05-16,NEW LOTS AV-VAN SINDEREN AV   ,R375,6345.0
2020-05-16,EAST 105TH ST-FARRAGUT ROAD   ,R376,5044.0
2020-05-16,FLUSHING AVE-BROADWAY         ,R377,10727.0
2020-05-16,MYRTLE AVENUE-BROADWAY        ,R378,9371.0
2020-05-16,KOSCIUSZKO STREET-BROADWAY    ,R379,4229.0
2020-05-16,GATES AVENUE-BROADWAY         ,R380,6219.0
2020-05-16,HALSEY STREET-BROADWAY        ,R381,5805.0
