WEEK,STATION,REMOTE,TOTAL
2020-07-18,WHITEHALL STREET              ,R001,25273.0
2020-07-18,CYPRESS HILLS                 ,R003,2774.0
2020-07-18,75TH STREET & ELDERTS LANE    ,R004,7007.0
2020-07-18,85TH STREET & FOREST PKWAY    ,R005,7535.0
2020-07-18,WOODHAVEN BOULEVARD           ,R006,8368.0
2020-07-18,104TH STREET                  ,R007,5201.0
2020-07-18,111TH STREET                  ,R008,3767.0
2020-07-18,121ST STREET                  ,R009,3759.0
2020-07-18,42ND STREET & 8TH AVENUE      ,R010,28050.0
2020-07-18,42ND STREET & 8TH AVENUE      ,R011,77724.0
2020-07-18,34TH STREET & 8TH AVENUE      ,R012,55286.0
2020-07-18,34TH STREET & 8TH AVENUE      ,R013,16860.0
2020-07-18,FULTON STREET                 ,R014,54662.0
2020-07-18,FIFTH AVENUE                  ,R015,18771.0
2020-07-18,LEXINGTON AVENUE              ,R016,5423.0
2020-07-18,LEXINGTON AVENUE              ,R017,30413.0
2020-07-18,ROOSEVELT AVE/JACKSON HTS     ,R018,101324.0
2020-07-18,179TH STREET & HILLSIDE AVE   ,R019,32071.0
2020-07-18,47-50 STREETS/ROCKEFELLER     ,R020,52019.0
2020-07-18,42ND STREET & 6TH AVENUE      ,R021,34911.0
2020-07-18,34TH STREET & 6TH AVENUE      ,R022,76292.0
2020-07-18,34TH STREET & 6TH AVENUE      ,R023,48701.0
2020-07-18,SUTPHIN BOULEVARD             ,R024,34073.0
2020-07-18,JAMAICA CENTER-PARSONS BLVD   ,R025,56636.0
2020-07-18,WALL STREET                   ,R027,14806.0
2020-07-18,FULTON & WILLIAM STREETS      ,R028,22696.0
2020-07-18,PARK PLACE                    ,R029,33168.0
2020-07-18,CHAMBERS STREET               ,R030,12572.0
2020-07-18,34TH STREET & 7TH AVENUE      ,R031,27172.0
2020-07-18,42ND STREET/TIMES SQUARE      ,R032,36150.0
2020-07-18,42ND STREET/TIMES SQUARE      ,R033,38283.0
2020-07-18,125TH STREET & BROADWAY       ,R034,9390.0
2020-07-18,168TH STREET & BROADWAY       ,R035,36807.0
2020-07-18,DYCKMAN STREET                ,R036,13791.0
2020-07-18,207TH STREET                  ,R037,6399.0
2020-07-18,215TH STREET                  ,R038,1908.0
2020-07-18,225TH STREET                  ,R039,8001.0
2020-07-18,231ST STREET                  ,R040,14351.0
2020-07-18,BOWLING GREEN & BATTERY PL    ,R041,16565.0
2020-07-18,BOWLING GREEN & BROADWAY      ,R042,4213.0
2020-07-18,WALL STREET                   ,R043,13468.0
2020-07-18,BROOKLYN BRIDGE               ,R044,18271.0
2020-07-18,42ND STREET & GRAND CENTRAL   ,R045,1.0
2020-07-18,42ND STREET & GRAND CENTRAL   ,R046,57447.0
2020-07-18,42ND STREET & GRAND CENTRAL   ,R047,27131.0
2020-07-18,42ND STREET & 3RD AVENUE      ,R048,10533.0
2020-07-18,51ST STREET & LEXINGTON AVE   ,R049,12340.0
2020-07-18,59TH STREET & LEXINGTON AVE   ,R050,19484.0
2020-07-18,59TH STREET & LEXINGTON AVE   ,R051,40222.0
2020-07-18,WOODLAWN ROAD                 ,R052,11843.0
2020-07-18,149TH STREET & 3RD AVENUE     ,R053,34250.0
2020-07-18,FIFTH AVENUE & 42ND STREET    ,R054,12541.0
2020-07-18,MAIN STREET                   ,R055,87746.0
2020-07-18,NEVINS STREET                 ,R056,12535.0
2020-07-18,BARCLAYS CENTER               ,R057,51877.0
2020-07-18,BERGEN STREET                 ,R058,3384.0
2020-07-18,GRAND ARMY PLAZA              ,R059,6955.0
2020-07-18,EASTERN PARKWAY               ,R060,3736.0
2020-07-18,NOSTRAND AVENUE               ,R061,5010.0
2020-07-18,UTICA AVENUE                  ,R062,46604.0
2020-07-18,SUTTER AVENUE                 ,R063,12690.0
2020-07-18,SARATOGA AVENUE               ,R064,10674.0
2020-07-18,ROCKAWAY AVENUE               ,R065,8858.0
2020-07-18,JUNIUS STREET                 ,R066,3709.0
2020-07-18,PENNSYLVANIA AVENUE           ,R067,7695.0
2020-07-18,VAN SICLEN AVENUE             ,R068,5304.0
2020-07-18,NEW LOTS AVENUE               ,R069,10449.0
2020-07-18,ST GEORGE TERMINAL            ,R070,8665.0
2020-07-18,34TH STREET - HUDSON YARDS    ,R072,16640.0
2020-07-18,FIFTH AVENUE & 60TH STREET    ,R079,17396.0
2020-07-18,57TH STREET & 7TH AVENUE      ,R080,29626.0
2020-07-18,49TH STREET & 7TH AVENUE      ,R081,13798.0
2020-07-18,28TH STREET & BROADWAY        ,R082,9404.0
2020-07-18,23RD STREET & 5TH AVENUE      ,R083,15623.0
2020-07-18,59TH STREET/COLUMBUS CIRCLE   ,R084,66336.0
2020-07-18,8TH STREET & BROADWAY         ,R085,10290.0
2020-07-18,PRINCE STREET & BROADWAY      ,R086,9792.0
2020-07-18,CITY HALL                     ,R087,3955.0
2020-07-18,CORTLANDT STREET              ,R088,12413.0
2020-07-18,JAY ST-METROTECH              ,R089,3129.0
2020-07-18,39TH AVENUE & 31ST STREET     ,R090,3612.0
2020-07-18,36TH AVENUE & 31ST STREET     ,R091,9355.0
2020-07-18,BROADWAY & 31ST STREET        ,R092,15699.0
2020-07-18,30TH AVENUE & 31ST STREET     ,R093,19757.0
2020-07-18,ASTORIA BLVD & 31ST STREET    ,R094,11631.0
2020-07-18,DITMARS BLVD & 31ST STREET    ,R095,21552.0
2020-07-18,82ND STREET-JACKSON HEIGHTS   ,R096,27415.0
2020-07-18,JUNCTION BLVD-ROOSEVELT AVE   ,R097,52505.0
2020-07-18,CHURCH AVENUE                 ,R098,28991.0
2020-07-18,DEKALB AVENUE                 ,R099,26045.0
2020-07-18,METROPOLITAN AVENUE           ,R100,6261.0
2020-07-18,145TH STREET                  ,R101,32976.0
2020-07-18,125TH STREET                  ,R102,42547.0
2020-07-18,BROADWAY-EAST NEW YORK        ,R103,16190.0
2020-07-18,167TH ST-GRAND CONCOURSE      ,R104,18075.0
2020-07-18,14TH STREET & 7TH AVENUE      ,R105,22585.0
2020-07-18,CASTLE HILL AVENUE            ,R106,11865.0
2020-07-18,WESTCHESTER SQUARE            ,R107,9505.0
2020-07-18,BOROUGH HALL - COURT STREET   ,R108,29434.0
2020-07-18,CHURCH AVENUE & NOSTRAND AV   ,R109,15792.0
2020-07-18,FLATBUSH AVE & NOSTRAND AV    ,R110,26785.0
2020-07-18,23RD STREET & 8TH AVENUE      ,R111,21627.0
2020-07-18,FORDHAM RD/GRAND CONCOURSE    ,R112,20431.0
2020-07-18,SEVENTH AVENUE & WEST 53RD    ,R113,10902.0
2020-07-18,PARSONS BLVD & HILLSIDE AV    ,R114,12916.0
2020-07-18,169TH STREET & HILLSIDE AVE   ,R115,13058.0
2020-07-18,50TH STREET & 7TH AVENUE      ,R116,12733.0
2020-07-18,242ND STREET & BROADWAY       ,R117,13335.0
2020-07-18,CANAL STREET                  ,R118,12075.0
2020-07-18,FORDHAM ROAD & JEROME AVE     ,R119,20032.0
2020-07-18,MORRISON AVE & WESTCHESTER    ,R120,12744.0
2020-07-18,QUEENSBORO PLAZA              ,R121,17385.0
2020-07-18,90TH STREET/ELMHURST AVENUE   ,R122,36310.0
2020-07-18,FRANKLIN AVE/EASTERN PKWY     ,R123,16490.0
2020-07-18,KINGSTON AVE/EASTERN PKWY     ,R124,6625.0
2020-07-18,BROAD STREET & WALL STREET    ,R125,5870.0
2020-07-18,175TH STREET/FT WASHINGTON    ,R126,17471.0
2020-07-18,JAY ST-METROTECH              ,R127,32639.0
2020-07-18,SUTPHIN BLVD-HILLSIDE AVE     ,R128,7473.0
2020-07-18,BERGEN STREET-SMITH STREET    ,R129,11127.0
2020-07-18,KINGS HIGHWAY-MCDONALD AVE    ,R130,5363.0
2020-07-18,23RD STREET-PARK AVE SOUTH    ,R131,20238.0
2020-07-18,125TH STREET-LEXINGTON AVE    ,R132,34626.0
2020-07-18,MOSHOLU PARKWAY-JEROME AVE    ,R133,16546.0
2020-07-18,HUNTERS PT AVE-49TH AVE       ,R134,7741.0
2020-07-18,NEWKIRK AVE-NOSTRAND AVE      ,R135,12623.0
2020-07-18,SHEEPSHEAD BAY ROAD           ,R136,22739.0
2020-07-18,MYRTLE AVE-GATES AVENUE       ,R137,35924.0
2020-07-18,WEST 4TH ST-WASHINGTON SQ     ,R138,38045.0
2020-07-18,CANAL STREET-LISPENARD ST     ,R139,16390.0
2020-07-18,QUEENS PLAZA-JACKSON AVE      ,R140,12153.0
2020-07-18,71ST AVE-CONTINENTAL AVE      ,R141,36499.0
2020-07-18,ESSEX ST-DELANCEY ST          ,R142,33396.0
2020-07-18,28TH STREET-PARK AVE SOUTH    ,R143,21771.0
2020-07-18,96TH STREET-LEXINGTON AVE     ,R144,25830.0
2020-07-18,241ST ST-WHITE PLAINS RD      ,R145,7209.0
2020-07-18,HUNTS PT AVE-SOUTHERN BLVD    ,R146,18802.0
2020-07-18,61ST STREET-ROOSEVELT AVE     ,R147,29527.0
2020-07-18,PARKSIDE AVE-OCEAN AVE        ,R148,11494.0
2020-07-18,NEWKIRK PLAZA                 ,R149,17158.0
2020-07-18,AVENUE U-EAST 16TH STREET     ,R150,12800.0
2020-07-18,STILLWELL AVE-CONEY ISLAND    ,R151,32900.0
2020-07-18,ROCKAWAY PKWY-GLENWOOD RD     ,R152,14591.0
2020-07-18,UTICA AVE-STUYVESANT AVE      ,R153,21733.0
2020-07-18,TREMONT AVE-179TH ST          ,R154,17410.0
2020-07-18,KINGSBRIDGE RD-196TH ST       ,R155,14847.0
2020-07-18,BEDFORD PARK BLVD-203RD ST    ,R156,11606.0
2020-07-18,205TH ST-BAINBRIDGE AVE       ,R157,17296.0
2020-07-18,UNION TURNPIKE-KEW GARDENS    ,R158,36568.0
2020-07-18,116TH STREET-COLUMBIA         ,R159,7772.0
2020-07-18,ASTOR PLACE-4 AVENUE          ,R160,12448.0
2020-07-18,KINGSBRIDGE RD-JEROME AVE     ,R161,15806.0
2020-07-18,ELDER AVE-WESTCHESTER AVE     ,R162,12585.0
2020-07-18,14TH STREET-6TH AVENUE        ,R163,22220.0
2020-07-18,66TH STREET-BROADWAY          ,R164,14895.0
2020-07-18,TOMPKINSVILLE                 ,R165,1145.0
2020-07-18,79TH STREET-BROADWAY          ,R166,14528.0
2020-07-18,86TH STREET-BROADWAY          ,R167,18566.0
2020-07-18,96TH STREET-BROADWAY          ,R168,40621.0
2020-07-18,137TH STREET-BROADWAY         ,R169,16888.0
2020-07-18,14TH STREET-UNION SQUARE      ,R170,97276.0
2020-07-18,7TH AVENUE-PARK PLACE         ,R171,8965.0
2020-07-18,BRIGHTON BEACH-CONEY ISLAND   ,R172,27467.0
2020-07-18,207TH STREET-BROADWAY         ,R173,14884.0
2020-07-18,181ST STREET-FT WASH AVE      ,R174,13049.0
2020-07-18,8TH AVENUE-14TH STREET        ,R175,38651.0
2020-07-18,33RD STREET-PARK AVENUE       ,R176,29118.0
2020-07-18,68TH STREET-HUNTER COLLEGE    ,R177,25977.0
2020-07-18,77TH STREET-LEXINGTON AVE     ,R178,34784.0
2020-07-18,86TH STREET-LEXINGTON AVE     ,R179,53140.0
2020-07-18,103RD STREET-LEXINGTON AVE    ,R180,20876.0
2020-07-18,110TH STREET-LEXINGTON AVE    ,R181,16234.0
2020-07-18,116TH STREET-LEXINGTON AVE    ,R182,22411.0
2020-07-18,BEDFORD PARK BLVD-JEROME AV   ,R183,8124.0
2020-07-18,CORTELYOU RD-EAST 16TH ST     ,R184,10400.0
2020-07-18,DYCKMAN STREET-BROADWAY       ,R185,10391.0
2020-07-18,86TH ST-CENTRAL PARK WEST     ,R186,10278.0
2020-07-18,81ST STREET-MUSEUM            ,R187,8902.0
2020-07-18,50TH STREET-8TH AVENUE        ,R188,15940.0
2020-07-18,CHRISTOPHER ST-SHERIDAN SQ    ,R189,8268.0
2020-07-18,23RD STREET-7TH AVENUE        ,R190,13088.0
2020-07-18,103RD STREET-BROADWAY         ,R191,13906.0
2020-07-18,110TH STREET-BROADWAY         ,R192,12867.0
2020-07-18,157TH STREET-BROADWAY         ,R193,17098.0
2020-07-18,BLEECKER ST-LAFAYETTE ST      ,R194,14015.0
2020-07-18,161ST STREET-YANKEE STADIUM   ,R195,37297.0
2020-07-18,PROSPECT PARK-EMPIRE BLVD     ,R196,14103.0
2020-07-18,36TH STREET-4TH AVENUE        ,R197,25242.0
2020-07-18,NOSTRAND AVE-FULTON ST        ,R198,22150.0
2020-07-18,KINGSTON AVE-THROOP AVE       ,R199,7516.0
2020-07-18,EUCLID AVE-PITKIN AVE         ,R200,18785.0
2020-07-18,WOODHAVEN BLVD-QUEENS BLVD    ,R201,29539.0
2020-07-18,63RD DRIVE-REGO PARK          ,R202,23745.0
2020-07-18,23RD STREET-6TH AVENUE        ,R203,14478.0
2020-07-18,CHURCH AVE-MCDONALD AVE       ,R204,18117.0
2020-07-18,149TH ST-GRAND CONCOURSE      ,R205,20228.0
2020-07-18,125TH STREET-LENOX AVENUE     ,R206,18953.0
2020-07-18,135TH STREET-LENOX AVENUE     ,R207,20911.0
2020-07-18,103RD ST-ROOSEVELT AVE        ,R208,47185.0
2020-07-18,STERLING ST-NOSTRAND AVE      ,R209,8384.0
2020-07-18,BEVERLY RD-NOSTRAND AVE       ,R210,7577.0
2020-07-18,KINGS HIGHWAY-EAST 16TH ST    ,R211,33033.0
2020-07-18,59TH STREET-4TH AVENUE        ,R212,21987.0
2020-07-18,BAY RIDGE AVE-4TH AVENUE      ,R213,12276.0
2020-07-18,77TH STREET-4TH AVENUE        ,R214,8349.0
2020-07-18,86TH STREET-4TH AVENUE        ,R215,18086.0
2020-07-18,BAY RIDGE - 95TH STREET       ,R216,8958.0
2020-07-18,HOYT ST-SCHERMERHORN ST       ,R217,15074.0
2020-07-18,ELMHURST AVE-BROADWAY         ,R218,21093.0
2020-07-18,67TH AVENUE-QUEENS BLVD       ,R219,11283.0
2020-07-18,CARROLL ST-PRESIDENT ST       ,R220,11814.0
2020-07-18,167TH STREET-RIVER AVENUE     ,R221,17226.0
2020-07-18,177TH STREET-PARKCHESTER      ,R222,27180.0
2020-07-18,46TH ST-BLISS ST              ,R223,20254.0
2020-07-18,CLARK STREET-HENRY STREET     ,R224,4735.0
2020-07-18,HOYT STREET-HOYT STREET       ,R225,6240.0
2020-07-18,GUN HILL ROAD-SEYMOUR         ,R226,7503.0
2020-07-18,RECTOR STREET-CHURCH STREET   ,R227,4346.0
2020-07-18,AVENUE J-EAST 16TH STREET     ,R228,9549.0
2020-07-18,AVENUE M-EAST 16TH STREET     ,R229,9282.0
2020-07-18,NECK ROAD-EAST 16TH STREET    ,R230,7202.0
2020-07-18,UNION STREET-4TH AVENUE       ,R231,8114.0
2020-07-18,45TH STREET-4TH AVENUE        ,R232,14145.0
2020-07-18,53RD STREET-4TH AVENUE        ,R233,18008.0
2020-07-18,50TH STREET-NEW UTRECHT AVE   ,R234,7219.0
2020-07-18,BEDFORD AVE-NORTH 7TH ST      ,R235,30793.0
2020-07-18,DEKALB AVE-WYCKOFF AVE        ,R236,20885.0
2020-07-18,182ND STREET-183RD STREET     ,R237,8915.0
2020-07-18,STEINWAY ST-BROADWAY          ,R238,20509.0
2020-07-18,GREENPOINT AVE                ,R239,15215.0
2020-07-18,GRAND ST-CHRISTIE ST          ,R240,34361.0
2020-07-18,15TH ST-PROSPECT PARK WEST    ,R241,6479.0
2020-07-18,18TH AVE-MCDONALD AVE         ,R242,6239.0
2020-07-18,170TH STREET-JEROME AVENUE    ,R243,14877.0
2020-07-18,BURNSIDE AVE-JEROME AVE       ,R244,17341.0
2020-07-18,ST LAWRENCE AVE-WEST AVE      ,R245,7746.0
2020-07-18,PROSPECT AVENUE-4TH AVENUE    ,R246,7361.0
2020-07-18,55TH ST-NEW UTRECHT AVE       ,R247,4387.0
2020-07-18,1ST AVENUE-14TH STREET        ,R248,26658.0
2020-07-18,GRAHAM AVE-METROPOLITAN AVE   ,R249,11578.0
2020-07-18,GRAND ST-BUSHWICK AVE         ,R250,10390.0
2020-07-18,96TH ST-CENTRAL PARK WEST     ,R251,12229.0
2020-07-18,HIGH ST-CADMAN PLAZA WEST     ,R252,8119.0
2020-07-18,174TH-175TH ST-GRAND CONCOU   ,R253,9668.0
2020-07-18,GRAND AVE-QUEENS BOULEVARD    ,R254,27872.0
2020-07-18,VAN WYCK BLVD-MAIN STREET     ,R255,6977.0
2020-07-18,NASSAU AVE-MANHATTAN AVE      ,R256,12671.0
2020-07-18,EAST BROADWAY-MADISON ST      ,R257,18246.0
2020-07-18,4TH AVENUE-9TH STREET         ,R258,15996.0
2020-07-18,ROOSEVELT ISLAND              ,R259,10765.0
2020-07-18,181ST STREET-ST NICHOLAS AV   ,R260,22378.0
2020-07-18,40TH STREET-LOWERY STREET     ,R261,12791.0
2020-07-18,BEVERLEY ROAD -EAST 15TH ST   ,R262,5898.0
2020-07-18,AVENUE H-EAST 16TH STREET     ,R263,4659.0
2020-07-18,OCEAN PKWAY-BRIGHTON BCH AV   ,R264,7575.0
2020-07-18,MONTROSE AVENUE               ,R265,10306.0
2020-07-18,HALSEY STREET-WYCKOFF AVE     ,R266,13801.0
2020-07-18,46TH STREET-BROADWAY          ,R267,12156.0
2020-07-18,METROPOLITAN AVE-LORIMER ST   ,R268,19379.0
2020-07-18,BEDFORD AVENUE-NOSTRAND AVE   ,R269,11003.0
2020-07-18,SMITH STREET-9TH STREET       ,R270,7161.0
2020-07-18,AVENUE X-MCDONALD AVENUE      ,R271,3794.0
2020-07-18,28TH STREET-7TH AVENUE        ,R272,10413.0
2020-07-18,145TH STREET-BROADWAY         ,R273,15235.0
2020-07-18,191ST STREET-ST NICHOLAS AV   ,R274,5107.0
2020-07-18,183RD STREET-JEROME AVENUE    ,R275,11729.0
2020-07-18,JACKSON AVENUE-VERNON BLVD    ,R276,18541.0
2020-07-18,PRESIDENT ST-NOSTRAND AVE     ,R277,4259.0
2020-07-18,25TH STREET-4TH AVENUE        ,R278,5018.0
2020-07-18,JEFFERSON STREET-WYCKOFF AV   ,R279,11568.0
2020-07-18,190TH STREET-OVERLOOK TERR    ,R280,6036.0
2020-07-18,72ND STREET-CENTRAL PK WEST   ,R281,8230.0
2020-07-18,SPRING STREET-6TH AVENUE      ,R282,10848.0
2020-07-18,LAFAYETTE AVENUE-FULTON ST    ,R283,5753.0
2020-07-18,CLINTON AVENUE-FULTON ST      ,R284,5601.0
2020-07-18,MOTT AVENUE-BEACH 22ND ST     ,R285,9648.0
2020-07-18,MYRTLE AVENUE-MARCY AVENUE    ,R286,9379.0
2020-07-18,CLASSON AVENUE-LAFAYETTE AV   ,R287,6659.0
2020-07-18,7TH AVENUE-9TH STREET         ,R288,12425.0
2020-07-18,FT HAMILTON PKY-GREENWOOD     ,R289,5958.0
2020-07-18,HOUSTON STREET-VARICK ST      ,R290,10903.0
2020-07-18,33RD STREET-QUEENS BLVD       ,R291,7327.0
2020-07-18,BAYCHESTER AVE-TILLOTSON      ,R292,5768.0
2020-07-18,34TH STREET - PENN STATION    ,R293,43055.0
2020-07-18,MORGAN AVENUE-HARRISON PL     ,R294,11030.0
2020-07-18,WILSON AVENUE-MOFFAT STREET   ,R295,7565.0
2020-07-18,163RD ST & AMSTERDAM AVE      ,R296,6069.0
2020-07-18,FRANKLIN AVENUE-FULTON ST     ,R297,7370.0
2020-07-18,NORTHERN BLVD-BROADWAY        ,R298,11506.0
2020-07-18,BROADWAY - UNION AVENUE       ,R299,9063.0
2020-07-18,2ND AVENUE-HOUSTON STREET     ,R300,17793.0
2020-07-18,YORK STREET-JAY STREET        ,R301,11976.0
2020-07-18,57TH STREET-6TH AVENUE        ,R302,13728.0
2020-07-18,21ST STREET-QUEENSBRIDGE      ,R303,16226.0
2020-07-18,RECTOR STREET-GREENWICH ST    ,R304,4279.0
2020-07-18,WTC-CORTLANDT ST              ,R305,6837.0
2020-07-18,238TH STREET-BROADWAY         ,R306,6173.0
2020-07-18,138TH ST-GRAND CONCOURSE      ,R307,2939.0
2020-07-18,MT EDEN AVENUE-JEROME AVE     ,R308,10406.0
2020-07-18,176TH STREET-JEROME AVENUE    ,R309,10587.0
2020-07-18,111TH STREET-ROOSEVELT AVE    ,R310,25795.0
2020-07-18,BOWERY STREET-DELANCEY ST     ,R311,3394.0
2020-07-18,WEST 6TH STREET-SURF AVENUE   ,R312,4970.0
2020-07-18,BUSHWICK AVENUE-ABERDEEN ST   ,R313,3988.0
2020-07-18,103RD ST-CENTRAL PARK WEST    ,R314,5776.0
2020-07-18,155TH STREET-8TH AVENUE       ,R315,6512.0
2020-07-18,FLUSHING AVENUE-MARCY AVE     ,R316,5377.0
2020-07-18,LAFAYETTE AV-WASHINGTON AV    ,R317,4990.0
2020-07-18,FULTON STREET-LAFAYETTE AV    ,R318,7383.0
2020-07-18,63RD STREET-LEXINGTON AVE     ,R319,23391.0
2020-07-18,CANAL STREET-VARICK STREET    ,R320,3839.0
2020-07-18,18TH STREET-7TH AVENUE        ,R321,6203.0
2020-07-18,SPRING STREET-LAFAYETTE ST    ,R322,9441.0
2020-07-18,111TH STREET-LENOX AVENUE     ,R323,10906.0
2020-07-18,116TH STREET-LENOX AVENUE     ,R324,14114.0
2020-07-18,WHITLOCK AVE-WESTCHESTER AV   ,R325,4046.0
2020-07-18,ZEREGA AVE-WESTCHESTER AVE    ,R326,4318.0
2020-07-18,52ND STREET-ROOSEVELT AVE     ,R327,9825.0
2020-07-18,WILLETS PT BLVD-ROOSEVELT     ,R328,4632.0
2020-07-18,MORRIS PARK-PAULDING AVENUE   ,R329,4115.0
2020-07-18,3RD AVENUE-14TH STREET        ,R330,8462.0
2020-07-18,155TH STREET-ST NICHOLAS AV   ,R331,3235.0
2020-07-18,135TH STREET-ST NICHOLAS AV   ,R332,5723.0
2020-07-18,116TH STREET-8TH AVENUE       ,R333,8767.0
2020-07-18,110TH STREET-8TH AVENUE       ,R334,9187.0
2020-07-18,GASTON AVENUE-BEACH 67TH ST   ,R335,7075.0
2020-07-18,STRAITON AVE-BEACH 60TH ST    ,R336,4565.0
2020-07-18,FRANK AVENUE-BEACH 44TH ST    ,R337,1585.0
2020-07-18,EDGEMERE-BEACH 36TH STREET    ,R338,2206.0
2020-07-18,36TH STREET-NORTHERN BLVD     ,R339,4561.0
2020-07-18,65TH STREET-BROADWAY          ,R340,5430.0
2020-07-18,75TH AVENUE-QUEENS BLVD       ,R341,4045.0
2020-07-18,VAN WYCK BLVD-METROPOLITAN    ,R342,8809.0
2020-07-18,FRANKLIN STREET-WEST BWAY     ,R343,3483.0
2020-07-18,145TH STREET-LENOX AVENUE     ,R344,4644.0
2020-07-18,148TH STREET-LENOX AVENUE     ,R345,4948.0
2020-07-18,COURT SQ                      ,R346,6577.0
2020-07-18,69TH STREET-ROOSEVELT AVE     ,R347,9177.0
2020-07-18,ATLANTIC AV-VAN SINDEREN AV   ,R348,2794.0
2020-07-18,SUTTER AVE-VAN SINDEREN AVE   ,R349,6321.0
2020-07-18,LIVONIA AVE-VAN SINDEREN AV   ,R350,5410.0
2020-07-18,HEWES STREET-BROADWAY         ,R352,5944.0
2020-07-18,LORIMER STREET-BROADWAY       ,R353,7195.0
2020-07-18,104TH STREET-LIBERTY AVENUE   ,R354,3451.0
2020-07-18,109TH STREET-LIBERTY AVENUE   ,R355,4728.0
2020-07-18,LEFFERTS BLVD-LIBERTY AVE     ,R356,14918.0
2020-07-18,NORTH CONDUIT AVE-COHANCEY    ,R357,1285.0
2020-07-18,BEACH 25TH STREET-WAVECREST   ,R358,3547.0
2020-07-18,COURT SQ-23 ST                ,R359,15682.0
2020-07-18,21ST STREET-JACKSON AVENUE    ,R360,2734.0
2020-07-18,PELHAM PKWY-WHITE PLAINS RD   ,R361,11693.0
2020-07-18,ALLERTON AV-WHITE PLAINS RD   ,R362,7147.0
2020-07-18,BURKE AVE-WHITE PLAINS ROAD   ,R363,4619.0
2020-07-18,GUNHILL RD-WHITE PLAINS RD    ,R364,8252.0
2020-07-18,219TH ST-WHITE PLAINS ROAD    ,R365,4252.0
2020-07-18,225TH ST-WHITE PLAINS ROAD    ,R366,4789.0
2020-07-18,233RD ST-WHITE PLAINS ROAD    ,R367,7158.0
2020-07-18,9TH AVENUE-39TH STREET        ,R368,9914.0
2020-07-18,FORT HAMILTON PKWY-45TH ST    ,R369,7984.0
2020-07-18,71ST STREET-NEW UTRECHT AVE   ,R370,8526.0
2020-07-18,79TH STREET-17TH AVENUE       ,R371,9680.0
2020-07-18,18TH AVENUE-86TH STREET       ,R372,10318.0
2020-07-18,20TH AVENUE-86TH STREET       ,R373,8490.0
2020-07-18,BAY PARKWAY-86TH STREET       ,R374,13215.0
2020-07-18,NEW LOTS AV-VAN SINDEREN AV   ,R375,8192.0
2020-07-18,EAST 105TH ST-FARRAGUT ROAD   ,R376,6556.0
2020-07-18,FLUSHING AVE-BROADWAY         ,R377,14947.0
2020-07-18,MYRTLE AVENUE-BROADWAY        ,R378,16035.0
2020-07-18,KOSCIUSZKO STREET-BROADWAY    ,R379,7977.0
2020-07-18,GATES AVENUE-BROADWAY         ,R380,11245.0
2020-07-18,HALSEY STREET-BROADWAY        ,R381,9920.0
2020-07-18,GRANT AVENUE-PITKIN AVENUE    ,R382,10837.0
2020-07-18,HUDSON STREET-78TH STREET     ,R383,7180.0
2020-07-18,BOYD STREET-88TH STREET       ,R384,4844.0
2020-07-18,ROCKAWAY BLVD-LIBERTY AVE     ,R385,13631.0
2020-07-18,174TH STREET-SOUTHERN BLVD    ,R386,10696.0
2020-07-18,EAST TREMONT AVENUE-178 ST    ,R387,10822.0
2020-07-18,EAST 180TH ST-MORRIS PARK     ,R388,17400.0
2020-07-18,BRONX PARK EAST               ,R389,3423.0
2020-07-18,8TH AVENUE-62ND STREET        ,R390,16397.0
2020-07-18,FORT HAMILTON PARKWAY-62ND    ,R391,9983.0
2020-07-18,18TH AVENUE-62ND STREET       ,R392,10202.0
2020-07-18,20TH AVENUE-62ND STREET       ,R393,6165.0
2020-07-18,BAY PARKWAY-66TH STREET       ,R394,13538.0
2020-07-18,KINGS HIGHWAY-WEST 7TH ST     ,R395,9557.0
2020-07-18,AVENUE U-WEST 7TH STREET      ,R396,6793.0
2020-07-18,86TH STREET-AVENUE V          ,R397,4878.0
2020-07-18,NEW UTRECHT AVENUE-62ND ST    ,R398,10322.0
2020-07-18,25TH AVENUE-86TH STREET       ,R399,6610.0
2020-07-18,BAY 50TH STREET-STILLWELL     ,R400,3805.0
2020-07-18,CENTRAL AVE-MYRTLE AVE        ,R401,6114.0
2020-07-18,SENECA AVENUE-PALMETTO ST     ,R402,5385.0
2020-07-18,FOREST AVENUE-PUTNAM AVENUE   ,R403,7667.0
2020-07-18,FRESH POND ROAD-68TH AVENUE   ,R404,10981.0
2020-07-18,JACKSON AVENUE-WESTCHESTER    ,R405,8327.0
2020-07-18,PROSPECT AVENUE-WESTCHESTER   ,R406,10834.0
2020-07-18,INTERVALE 163RD STREET        ,R407,5449.0
2020-07-18,SIMPSON ST-WESTCHESTER AVE    ,R408,13531.0
2020-07-18,FREEMAN ST-SOUTHERN BLVD      ,R409,6869.0
2020-07-18,PARK PLACE-FRANKLIN AVENUE    ,R411,2265.0
2020-07-18,BOTANIC GARDEN-FRANKLIN AVE   ,R412,1439.0
2020-07-18,KNICKERBOCKER AVE-MYRTLE AV   ,R413,6919.0
2020-07-18,HOWARD BEACH-159TH AVE        ,R414,2424.0
2020-07-18,BROAD CHANNEL-NOEL ROAD       ,R415,493.0
2020-07-18,HOLLAND-BEACH 90TH STREET     ,R416,3608.0
2020-07-18,PLAYLAND-BEACH 98TH STREET    ,R417,1846.0
2020-07-18,SEASIDE BEACH-105TH STREET    ,R418,1646.0
